Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted 
30,admin.,single,basic.9y,no,unknown,no,telephone,1,0,0,0
34,admin.,divorced,university.degree,no,unknown,no,cellular,2,1,0,0
47,management,married,basic.9y,no,unknown,no,cellular,3,1,0,0
30,admin.,single,high.school,no,unknown,yes,cellular,3,0,0,0
69,retired,married,basic.4y,no,unknown,no,cellular,1,1,0,0
30,admin.,married,university.degree,no,unknown,unknown,cellular,5,0,0,0
48,technician,married,high.school,no,no,unknown,telephone,1,0,0,0
50,blue-collar,married,basic.4y,no,unknown,no,cellular,2,0,0,0
25,services,single,high.school,no,no,no,telephone,1,0,0,0
45,admin.,married,basic.9y,unknown,unknown,no,telephone,1,0,0,0
34,admin.,single,high.school,no,yes,yes,telephone,1,0,0,0
31,blue-collar,married,basic.4y,no,unknown,unknown,cellular,4,0,0,0
56,services,married,high.school,unknown,no,unknown,telephone,2,0,0,0
42,blue-collar,divorced,basic.4y,no,no,unknown,telephone,1,0,0,0
34,management,married,university.degree,unknown,unknown,yes,telephone,2,0,0,0
37,management,single,basic.9y,no,unknown,no,cellular,1,1,0,0
33,technician,married,professional.course,no,unknown,no,telephone,1,0,0,0
33,technician,married,professional.course,no,no,no,cellular,1,0,0,0
31,technician,married,basic.9y,no,unknown,no,cellular,5,0,0,0
58,admin.,divorced,university.degree,no,unknown,no,telephone,2,0,0,0
35,blue-collar,single,high.school,unknown,yes,no,cellular,5,0,0,0
41,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
64,retired,married,professional.course,no,yes,no,cellular,2,1,0,0
25,technician,single,professional.course,no,yes,no,cellular,4,0,0,0
50,admin.,divorced,university.degree,no,no,unknown,cellular,4,0,0,0
48,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,1,0,0,0
46,blue-collar,married,basic.6y,unknown,yes,yes,telephone,1,0,0,0
39,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
35,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
36,self-employed,single,university.degree,no,unknown,yes,cellular,1,1,1,4
23,student,single,basic.9y,no,unknown,no,cellular,1,0,0,0
35,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
29,admin.,single,university.degree,no,yes,no,telephone,2,0,0,0
51,entrepreneur,married,basic.9y,no,unknown,no,cellular,1,0,0,0
49,admin.,married,unknown,no,unknown,no,telephone,9,0,0,0
48,blue-collar,married,basic.4y,unknown,unknown,no,cellular,2,0,0,0
57,self-employed,married,basic.9y,unknown,unknown,no,telephone,4,0,0,0
21,student,single,high.school,no,yes,unknown,cellular,2,1,0,0
38,unemployed,single,high.school,no,unknown,no,cellular,2,1,0,0
39,technician,single,professional.course,no,unknown,no,cellular,1,0,0,0
41,blue-collar,married,basic.4y,no,yes,unknown,telephone,1,0,0,0
51,technician,married,professional.course,no,yes,unknown,cellular,2,0,0,0
43,management,married,university.degree,no,no,unknown,cellular,1,0,0,0
55,admin.,married,professional.course,no,no,no,cellular,4,0,0,0
29,admin.,single,high.school,no,no,no,telephone,2,0,0,0
34,technician,married,professional.course,no,unknown,no,telephone,7,0,0,0
30,admin.,single,university.degree,no,unknown,yes,cellular,1,0,0,0
32,blue-collar,married,high.school,no,no,no,telephone,1,0,0,0
66,housemaid,married,basic.4y,no,no,yes,cellular,1,0,0,0
33,management,single,university.degree,no,yes,no,cellular,1,0,0,0
35,admin.,married,high.school,no,unknown,yes,cellular,2,0,0,0
27,technician,single,professional.course,no,unknown,no,telephone,1,0,0,0
31,admin.,single,high.school,no,yes,no,telephone,3,0,0,0
59,retired,married,basic.9y,unknown,unknown,no,telephone,8,0,0,0
27,blue-collar,single,basic.9y,no,yes,no,telephone,2,0,0,0
44,blue-collar,married,unknown,unknown,yes,no,cellular,2,0,0,0
37,technician,single,university.degree,no,unknown,no,cellular,3,0,0,0
36,admin.,married,university.degree,no,unknown,no,telephone,2,0,0,0
38,services,married,high.school,unknown,unknown,no,telephone,11,0,0,0
42,blue-collar,married,basic.6y,unknown,yes,no,telephone,2,0,0,0
47,blue-collar,married,basic.9y,unknown,unknown,no,telephone,1,0,0,0
40,housemaid,divorced,unknown,no,no,no,telephone,1,0,0,0
40,technician,divorced,professional.course,no,unknown,no,telephone,1,0,0,0
37,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
48,admin.,divorced,high.school,no,no,no,telephone,3,0,0,0
30,entrepreneur,married,university.degree,no,no,no,telephone,1,0,0,0
34,admin.,married,university.degree,no,unknown,unknown,telephone,3,0,0,0
35,technician,single,professional.course,no,no,no,cellular,1,0,0,0
34,technician,divorced,professional.course,no,unknown,no,telephone,2,0,0,0
37,management,single,university.degree,no,unknown,no,cellular,2,0,0,0
57,retired,married,basic.9y,no,unknown,no,cellular,4,1,0,0
46,blue-collar,married,basic.6y,unknown,no,no,cellular,5,0,0,0
31,blue-collar,married,basic.9y,unknown,yes,unknown,cellular,1,0,0,0
37,entrepreneur,divorced,high.school,unknown,unknown,no,cellular,3,0,0,0
64,retired,married,university.degree,no,unknown,no,cellular,2,1,1,5
56,technician,married,high.school,no,unknown,unknown,telephone,1,1,0,0
32,technician,single,university.degree,no,unknown,unknown,cellular,3,0,0,0
48,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,0,0,0
47,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,2,0,0,0
29,admin.,single,university.degree,no,yes,yes,cellular,1,0,0,0
45,technician,divorced,professional.course,no,yes,yes,cellular,2,0,0,0
39,admin.,married,high.school,no,yes,no,telephone,5,0,0,0
58,blue-collar,married,basic.6y,unknown,unknown,no,cellular,7,0,0,0
30,technician,divorced,high.school,no,no,no,cellular,4,0,0,0
24,technician,single,professional.course,no,no,unknown,telephone,1,0,0,0
54,blue-collar,married,basic.4y,no,unknown,no,cellular,5,0,0,0
43,unemployed,single,university.degree,no,unknown,no,telephone,1,0,0,0
48,blue-collar,married,basic.9y,unknown,no,yes,telephone,1,0,0,0
25,technician,married,professional.course,no,no,no,cellular,3,0,0,0
44,blue-collar,married,basic.4y,no,yes,yes,telephone,1,0,0,0
36,self-employed,single,basic.9y,no,no,no,cellular,1,0,0,0
45,admin.,married,high.school,unknown,yes,yes,cellular,1,0,0,0
33,blue-collar,married,basic.9y,no,unknown,no,telephone,2,0,0,0
31,technician,married,university.degree,no,no,no,cellular,7,0,0,0
47,management,married,university.degree,no,unknown,no,cellular,2,0,0,0
52,entrepreneur,married,high.school,no,yes,no,cellular,3,0,0,0
72,retired,divorced,basic.6y,no,unknown,no,cellular,2,1,0,0
32,technician,single,professional.course,no,yes,no,cellular,2,0,0,0
33,services,married,high.school,no,unknown,no,telephone,5,0,0,0
35,services,single,high.school,no,no,no,cellular,1,0,0,0
38,blue-collar,married,basic.9y,no,unknown,no,cellular,2,0,0,0
40,technician,married,basic.9y,unknown,yes,no,telephone,2,0,0,0
33,technician,divorced,high.school,no,unknown,no,cellular,3,0,0,0
26,admin.,married,high.school,no,yes,yes,cellular,4,0,0,0
34,admin.,married,basic.6y,no,unknown,yes,cellular,2,0,0,0
37,blue-collar,married,basic.6y,unknown,yes,no,telephone,1,0,0,0
36,services,single,high.school,no,unknown,no,cellular,2,0,0,0
25,blue-collar,married,basic.6y,no,unknown,no,telephone,4,0,0,0
44,admin.,married,basic.6y,no,unknown,no,cellular,3,0,0,0
41,blue-collar,married,basic.4y,unknown,unknown,no,telephone,4,0,0,0
30,technician,single,professional.course,no,yes,no,cellular,2,0,0,0
67,retired,married,basic.4y,no,unknown,no,cellular,3,0,0,0
28,admin.,single,university.degree,no,yes,unknown,cellular,4,1,0,0
48,admin.,divorced,high.school,no,unknown,unknown,telephone,1,0,0,0
27,technician,single,professional.course,no,no,no,cellular,1,0,0,0
28,blue-collar,single,basic.9y,no,unknown,yes,cellular,1,0,0,0
41,blue-collar,married,basic.9y,unknown,unknown,yes,telephone,3,0,0,0
29,admin.,married,university.degree,no,yes,no,cellular,1,0,0,0
40,blue-collar,married,basic.4y,unknown,unknown,no,cellular,4,0,0,0
37,admin.,single,university.degree,no,unknown,no,cellular,2,0,1,4
37,services,divorced,high.school,unknown,yes,no,cellular,3,0,0,0
37,blue-collar,married,basic.9y,no,yes,yes,cellular,1,0,0,0
33,management,single,university.degree,no,no,no,cellular,1,0,0,0
47,admin.,married,high.school,no,yes,no,cellular,3,1,0,0
34,blue-collar,married,basic.9y,no,unknown,no,telephone,1,0,0,0
39,blue-collar,married,basic.9y,no,yes,no,telephone,2,0,0,0
52,admin.,married,unknown,no,yes,no,telephone,1,1,1,6
45,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,0,0,0
25,services,divorced,basic.4y,no,unknown,no,telephone,1,0,0,0
22,technician,single,basic.9y,no,unknown,no,telephone,1,0,0,0
34,admin.,single,university.degree,no,unknown,no,telephone,4,0,0,0
28,blue-collar,married,basic.4y,no,unknown,yes,cellular,2,0,0,0
39,blue-collar,married,high.school,no,yes,no,telephone,1,0,0,0
50,housemaid,married,unknown,no,unknown,no,telephone,2,0,0,0
36,entrepreneur,divorced,basic.6y,no,unknown,unknown,cellular,4,0,0,0
41,technician,single,university.degree,no,unknown,no,cellular,2,0,0,0
43,blue-collar,married,basic.9y,no,yes,no,telephone,1,0,0,0
35,blue-collar,single,high.school,no,yes,yes,telephone,6,0,0,0
58,retired,divorced,professional.course,unknown,unknown,no,telephone,2,0,0,0
44,management,married,university.degree,no,yes,no,cellular,1,0,0,0
28,technician,single,university.degree,no,no,yes,cellular,1,0,0,0
43,management,married,university.degree,no,yes,no,cellular,1,0,0,0
50,admin.,divorced,university.degree,no,unknown,unknown,cellular,3,1,0,0
34,services,married,high.school,no,unknown,no,cellular,1,0,0,0
33,admin.,married,university.degree,no,unknown,no,cellular,1,1,0,0
44,blue-collar,married,basic.9y,unknown,unknown,no,telephone,5,0,0,0
45,unemployed,divorced,basic.4y,no,unknown,unknown,telephone,1,0,0,0
40,management,married,professional.course,no,unknown,unknown,cellular,2,0,0,0
39,entrepreneur,married,high.school,no,unknown,no,telephone,3,0,0,0
50,management,married,university.degree,unknown,unknown,no,telephone,1,0,0,0
36,admin.,married,university.degree,no,unknown,no,telephone,2,0,0,0
32,entrepreneur,married,high.school,unknown,unknown,no,telephone,1,0,0,0
35,technician,married,professional.course,no,no,no,cellular,1,0,0,0
29,technician,divorced,professional.course,no,yes,no,telephone,19,0,0,0
56,retired,married,basic.4y,unknown,no,no,cellular,3,0,0,0
38,blue-collar,married,basic.6y,unknown,yes,unknown,telephone,3,0,0,0
31,admin.,married,university.degree,no,unknown,no,telephone,3,0,0,0
71,retired,married,high.school,no,unknown,no,cellular,2,0,0,0
46,admin.,single,university.degree,no,unknown,no,telephone,3,0,0,0
46,admin.,married,university.degree,no,yes,no,telephone,5,1,0,0
38,blue-collar,married,basic.6y,no,unknown,no,telephone,2,0,0,0
43,blue-collar,divorced,basic.4y,unknown,no,no,telephone,1,0,0,0
33,self-employed,single,university.degree,no,unknown,no,cellular,2,1,0,0
32,admin.,married,university.degree,no,unknown,yes,cellular,3,0,0,0
30,admin.,married,university.degree,no,unknown,no,cellular,2,0,0,0
53,technician,married,unknown,no,yes,no,telephone,2,0,0,0
55,blue-collar,married,professional.course,no,yes,yes,cellular,3,0,0,0
40,management,married,basic.9y,unknown,unknown,unknown,telephone,1,0,0,0
46,technician,married,unknown,no,yes,no,cellular,1,0,0,0
66,technician,married,professional.course,no,yes,no,telephone,2,0,0,0
37,entrepreneur,married,basic.6y,no,unknown,unknown,cellular,1,0,0,0
41,management,married,university.degree,no,yes,no,cellular,2,0,0,0
26,housemaid,married,basic.4y,no,unknown,no,cellular,1,0,0,0
53,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,2,0,0,0
45,services,married,high.school,unknown,unknown,no,cellular,5,0,0,0
50,management,married,university.degree,no,unknown,unknown,cellular,1,0,0,0
38,self-employed,single,university.degree,no,unknown,no,telephone,1,0,0,0
30,services,married,high.school,unknown,unknown,no,cellular,1,0,0,0
53,blue-collar,married,professional.course,unknown,unknown,no,cellular,4,0,0,0
30,admin.,divorced,university.degree,no,unknown,no,cellular,10,0,0,0
50,blue-collar,married,basic.4y,no,yes,no,cellular,4,0,0,0
52,admin.,married,high.school,no,no,no,cellular,1,0,0,0
41,entrepreneur,married,university.degree,no,unknown,no,telephone,4,0,0,0
37,admin.,single,high.school,unknown,unknown,no,cellular,1,0,0,0
32,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,1,0,0
47,services,divorced,high.school,no,unknown,no,telephone,1,0,0,0
32,unemployed,married,high.school,no,unknown,no,telephone,1,0,0,0
30,entrepreneur,married,professional.course,no,unknown,no,telephone,1,0,0,0
37,admin.,married,high.school,no,yes,no,telephone,3,0,0,0
56,management,married,university.degree,no,no,no,telephone,2,0,0,0
85,retired,divorced,basic.4y,unknown,yes,no,telephone,1,0,0,0
33,entrepreneur,married,university.degree,no,unknown,no,telephone,3,0,0,0
58,blue-collar,married,high.school,no,unknown,no,telephone,12,0,0,0
29,services,married,high.school,no,no,no,telephone,5,0,0,0
36,admin.,divorced,university.degree,no,yes,no,telephone,2,0,0,0
52,management,married,professional.course,no,yes,no,cellular,3,1,0,0
52,retired,married,university.degree,unknown,unknown,no,cellular,1,0,0,0
36,services,married,basic.9y,unknown,no,no,telephone,2,0,0,0
32,technician,divorced,basic.9y,no,unknown,no,cellular,1,0,0,0
36,technician,married,professional.course,unknown,unknown,no,cellular,2,0,0,0
21,student,single,basic.9y,no,unknown,unknown,cellular,2,0,0,0
39,blue-collar,married,professional.course,unknown,unknown,no,telephone,1,0,0,0
34,technician,married,university.degree,no,yes,no,telephone,1,0,0,0
32,admin.,single,university.degree,no,yes,yes,cellular,2,0,0,0
34,technician,married,professional.course,no,unknown,no,cellular,1,0,0,0
45,unemployed,married,high.school,no,unknown,unknown,cellular,2,0,0,0
30,blue-collar,married,basic.9y,no,unknown,yes,telephone,1,0,0,0
41,admin.,single,high.school,no,unknown,yes,telephone,2,0,0,0
59,retired,married,basic.9y,no,unknown,no,cellular,1,0,0,0
43,admin.,married,university.degree,no,yes,no,cellular,2,1,1,3
28,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
32,management,single,university.degree,no,unknown,no,telephone,2,0,0,0
39,blue-collar,single,basic.9y,no,unknown,no,cellular,1,0,0,0
36,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
32,blue-collar,single,high.school,no,no,no,cellular,1,0,0,0
37,blue-collar,single,high.school,no,unknown,no,telephone,4,0,0,0
44,blue-collar,married,basic.4y,unknown,no,no,cellular,3,0,0,0
32,technician,married,professional.course,no,yes,yes,cellular,1,0,0,0
39,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
38,blue-collar,divorced,unknown,unknown,unknown,unknown,telephone,2,0,0,0
49,entrepreneur,married,university.degree,no,unknown,no,telephone,2,0,0,0
33,self-employed,single,university.degree,no,unknown,yes,cellular,1,0,0,0
57,admin.,married,high.school,no,yes,no,cellular,1,1,1,3
37,admin.,married,university.degree,no,yes,no,telephone,2,1,0,0
52,services,married,university.degree,no,unknown,no,telephone,1,0,0,0
51,technician,married,unknown,no,no,no,cellular,1,0,0,0
39,blue-collar,single,basic.4y,no,unknown,yes,cellular,2,0,0,0
18,student,single,basic.4y,no,unknown,yes,cellular,2,0,0,0
29,admin.,single,high.school,unknown,unknown,no,cellular,2,0,0,0
39,management,married,university.degree,no,unknown,unknown,cellular,1,0,0,0
50,services,married,basic.9y,no,yes,yes,telephone,1,0,0,0
57,technician,married,professional.course,unknown,no,no,cellular,4,0,0,0
56,self-employed,married,university.degree,no,unknown,no,telephone,15,0,0,0
37,blue-collar,married,high.school,no,no,no,cellular,1,0,0,0
35,technician,single,basic.9y,no,no,no,cellular,1,0,0,0
45,blue-collar,married,basic.6y,no,yes,no,cellular,2,0,0,0
47,technician,married,basic.9y,no,unknown,no,telephone,3,0,0,0
42,admin.,married,university.degree,no,yes,no,cellular,1,0,0,0
40,services,married,high.school,no,unknown,yes,telephone,9,0,0,0
49,admin.,married,basic.6y,unknown,yes,no,cellular,3,0,0,0
23,management,single,university.degree,no,unknown,no,cellular,1,1,0,0
32,blue-collar,married,basic.6y,unknown,unknown,no,cellular,1,0,0,0
55,entrepreneur,married,professional.course,unknown,no,no,cellular,2,0,0,0
19,student,single,basic.9y,no,yes,no,cellular,1,1,0,0
39,management,married,basic.4y,unknown,unknown,no,telephone,1,0,0,0
30,services,single,high.school,no,unknown,no,cellular,3,1,0,0
40,entrepreneur,married,basic.6y,no,unknown,no,cellular,1,1,0,0
47,technician,single,professional.course,unknown,unknown,unknown,telephone,5,0,0,0
31,blue-collar,married,basic.4y,no,unknown,no,cellular,3,0,0,0
26,management,single,basic.9y,no,yes,no,telephone,1,0,0,0
52,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
42,entrepreneur,married,basic.4y,unknown,unknown,no,cellular,1,0,0,0
29,technician,single,university.degree,no,yes,yes,cellular,3,0,0,0
59,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
28,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,3,0,0,0
39,blue-collar,married,basic.6y,no,unknown,no,cellular,1,0,0,0
43,admin.,married,high.school,no,unknown,unknown,telephone,2,0,0,0
28,self-employed,married,professional.course,no,unknown,no,telephone,1,0,0,0
41,technician,married,professional.course,no,unknown,no,cellular,2,0,0,0
33,admin.,single,university.degree,no,yes,unknown,cellular,2,0,0,0
52,self-employed,divorced,university.degree,no,unknown,no,telephone,3,0,0,0
39,management,married,basic.6y,no,unknown,no,telephone,2,0,0,0
58,retired,married,basic.4y,no,unknown,no,cellular,2,0,0,0
42,blue-collar,married,basic.4y,unknown,yes,no,cellular,2,0,0,0
25,technician,divorced,high.school,no,unknown,no,cellular,2,0,0,0
41,blue-collar,married,basic.9y,unknown,unknown,no,telephone,1,0,0,0
31,admin.,single,high.school,unknown,unknown,no,cellular,3,0,0,0
35,admin.,single,high.school,no,no,no,telephone,2,1,0,0
34,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,1,1,5
64,admin.,married,high.school,no,no,no,cellular,1,1,0,0
34,technician,married,professional.course,no,unknown,no,cellular,1,0,0,0
30,blue-collar,married,high.school,no,no,no,telephone,4,0,0,0
63,retired,divorced,university.degree,no,unknown,yes,cellular,1,0,0,0
35,self-employed,married,university.degree,no,unknown,no,telephone,1,0,0,0
43,blue-collar,married,basic.4y,unknown,unknown,yes,telephone,1,0,0,0
45,retired,married,basic.9y,no,unknown,no,cellular,1,0,0,0
34,self-employed,single,university.degree,no,no,no,cellular,2,0,0,0
35,blue-collar,married,basic.4y,no,unknown,no,telephone,1,0,0,0
49,services,married,basic.4y,no,no,unknown,cellular,2,0,0,0
31,admin.,single,university.degree,no,no,unknown,cellular,6,0,0,0
41,management,married,basic.9y,no,unknown,unknown,cellular,2,0,0,0
39,services,married,basic.9y,unknown,unknown,no,telephone,2,0,0,0
63,retired,married,basic.4y,no,unknown,no,cellular,1,1,1,3
48,services,married,high.school,unknown,unknown,unknown,telephone,1,0,0,0
36,admin.,divorced,university.degree,no,yes,no,cellular,3,0,0,0
30,blue-collar,single,basic.9y,no,yes,no,cellular,1,1,1,10
42,admin.,married,university.degree,no,yes,no,cellular,6,0,0,0
30,technician,married,university.degree,no,no,unknown,telephone,4,0,0,0
37,entrepreneur,married,university.degree,no,unknown,unknown,cellular,4,0,0,0
49,blue-collar,married,basic.4y,no,yes,no,telephone,1,0,0,0
42,admin.,married,university.degree,no,unknown,no,cellular,5,0,0,0
39,technician,single,professional.course,no,unknown,no,cellular,1,0,0,0
57,self-employed,single,high.school,unknown,unknown,no,telephone,1,0,0,0
41,admin.,single,university.degree,no,unknown,yes,telephone,5,0,0,0
36,technician,married,professional.course,no,unknown,unknown,cellular,1,0,0,0
42,admin.,single,basic.9y,unknown,unknown,no,telephone,7,0,0,0
50,services,divorced,basic.4y,unknown,unknown,unknown,telephone,1,0,0,0
50,blue-collar,single,basic.9y,unknown,unknown,no,telephone,1,0,0,0
45,services,married,professional.course,no,yes,no,cellular,23,0,0,0
29,management,single,high.school,no,no,yes,cellular,4,0,0,0
48,admin.,married,high.school,no,unknown,no,cellular,2,0,0,0
52,admin.,single,university.degree,no,unknown,no,cellular,4,0,0,0
49,entrepreneur,married,university.degree,no,unknown,no,cellular,1,0,0,0
32,technician,married,university.degree,no,yes,no,cellular,2,0,0,0
52,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
53,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,0,0,0
48,unemployed,married,professional.course,no,yes,yes,cellular,4,0,0,0
48,blue-collar,married,basic.4y,no,no,no,cellular,1,0,1,12
47,blue-collar,married,basic.6y,no,yes,no,cellular,2,0,0,0
25,blue-collar,married,basic.9y,unknown,no,no,telephone,4,0,0,0
51,housemaid,married,high.school,no,no,no,cellular,4,0,0,0
43,blue-collar,married,basic.9y,unknown,unknown,no,cellular,3,0,0,0
30,services,married,high.school,no,yes,no,cellular,1,0,0,0
33,technician,divorced,high.school,no,unknown,unknown,cellular,1,0,0,0
27,blue-collar,single,basic.9y,no,no,no,cellular,1,0,0,0
46,blue-collar,married,high.school,no,unknown,no,cellular,1,0,0,0
33,management,single,university.degree,no,unknown,unknown,cellular,1,0,0,0
53,technician,divorced,professional.course,unknown,no,yes,telephone,2,0,0,0
58,admin.,married,university.degree,no,unknown,yes,telephone,4,0,0,0
44,management,married,high.school,unknown,unknown,yes,cellular,1,0,0,0
29,self-employed,married,unknown,no,no,no,cellular,2,0,0,0
34,blue-collar,single,basic.9y,no,unknown,no,telephone,2,0,0,0
54,blue-collar,married,basic.4y,no,no,no,cellular,3,0,0,0
26,blue-collar,single,basic.9y,no,no,no,telephone,3,0,0,0
39,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,0,0,0
47,services,divorced,unknown,no,unknown,no,cellular,2,1,0,0
32,blue-collar,married,professional.course,no,unknown,no,telephone,2,0,0,0
40,services,married,high.school,unknown,yes,no,cellular,1,0,0,0
37,management,married,university.degree,no,unknown,no,cellular,1,1,1,6
46,admin.,divorced,university.degree,no,unknown,no,telephone,1,1,0,0
50,admin.,married,basic.9y,no,no,no,telephone,2,0,0,0
32,blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,0,0,0
24,management,married,basic.9y,no,unknown,no,telephone,11,0,0,0
34,technician,single,high.school,no,unknown,no,telephone,2,0,0,0
59,entrepreneur,married,university.degree,unknown,unknown,no,telephone,1,0,0,0
38,admin.,married,university.degree,no,unknown,no,cellular,2,0,0,0
38,technician,single,basic.9y,no,yes,unknown,cellular,5,0,0,0
53,blue-collar,married,professional.course,no,unknown,yes,cellular,3,0,0,0
22,unemployed,single,high.school,no,no,no,cellular,6,0,0,0
29,technician,single,university.degree,no,no,no,cellular,1,0,0,0
38,housemaid,married,basic.6y,unknown,no,no,cellular,2,0,0,0
44,management,married,university.degree,no,unknown,no,cellular,2,0,0,0
37,technician,single,professional.course,no,unknown,no,telephone,1,0,0,0
35,admin.,married,high.school,unknown,unknown,no,cellular,1,1,0,0
44,technician,divorced,university.degree,unknown,unknown,no,cellular,2,0,0,0
25,blue-collar,single,basic.9y,no,unknown,yes,cellular,1,1,0,0
41,admin.,divorced,high.school,no,unknown,unknown,cellular,1,0,0,0
33,technician,married,professional.course,no,unknown,no,cellular,7,0,0,0
30,technician,single,high.school,no,unknown,no,telephone,2,0,0,0
44,blue-collar,married,basic.6y,no,no,no,cellular,1,0,0,0
32,technician,single,professional.course,no,unknown,yes,cellular,2,0,0,0
32,blue-collar,single,basic.9y,no,unknown,no,cellular,2,0,0,0
27,entrepreneur,divorced,university.degree,unknown,unknown,no,telephone,5,0,0,0
43,technician,divorced,professional.course,no,unknown,no,telephone,1,0,0,0
44,management,married,unknown,no,yes,no,cellular,2,0,0,0
36,admin.,married,university.degree,no,unknown,yes,cellular,1,0,0,0
59,blue-collar,married,basic.6y,unknown,no,no,cellular,10,0,0,0
32,admin.,single,basic.9y,no,yes,no,cellular,2,0,0,0
29,management,single,university.degree,no,yes,unknown,cellular,1,0,0,0
29,blue-collar,single,basic.4y,unknown,unknown,no,cellular,1,0,0,0
55,services,married,basic.6y,unknown,no,no,cellular,3,0,0,0
43,management,married,university.degree,no,yes,no,cellular,2,0,0,0
33,management,single,university.degree,no,no,unknown,telephone,16,0,0,0
60,management,married,university.degree,unknown,no,no,telephone,3,0,0,0
33,self-employed,married,high.school,no,unknown,no,telephone,1,0,0,0
47,technician,divorced,professional.course,no,unknown,no,cellular,2,0,0,0
27,admin.,single,professional.course,no,unknown,no,cellular,5,1,0,0
44,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
30,technician,single,professional.course,no,unknown,unknown,cellular,4,0,0,0
46,technician,single,university.degree,no,unknown,no,telephone,6,0,0,0
38,unemployed,divorced,high.school,unknown,unknown,no,cellular,3,0,0,0
25,blue-collar,single,basic.9y,no,unknown,no,cellular,2,0,0,0
31,admin.,divorced,university.degree,no,yes,unknown,cellular,1,0,0,0
33,technician,married,professional.course,no,yes,no,cellular,2,1,0,0
39,entrepreneur,married,high.school,no,unknown,yes,telephone,3,0,0,0
52,entrepreneur,divorced,high.school,no,unknown,no,telephone,2,0,0,0
46,admin.,married,university.degree,unknown,no,no,cellular,9,0,0,0
45,blue-collar,married,basic.9y,no,unknown,unknown,telephone,1,0,0,0
41,management,married,university.degree,no,unknown,yes,telephone,1,0,0,0
48,admin.,married,university.degree,unknown,unknown,no,cellular,9,0,0,0
53,management,divorced,university.degree,no,unknown,yes,cellular,6,0,0,0
34,technician,single,university.degree,no,unknown,no,telephone,1,0,0,0
30,technician,single,professional.course,no,unknown,unknown,cellular,1,0,0,0
36,admin.,single,university.degree,no,yes,no,telephone,1,0,0,0
26,management,single,university.degree,no,unknown,no,cellular,1,1,0,0
27,technician,married,professional.course,no,unknown,no,telephone,1,0,0,0
38,blue-collar,married,basic.9y,unknown,yes,no,telephone,1,0,0,0
59,retired,married,basic.4y,no,unknown,no,telephone,1,0,0,0
54,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
30,blue-collar,married,professional.course,no,unknown,no,telephone,3,0,0,0
34,services,single,high.school,no,no,no,telephone,2,0,0,0
42,blue-collar,married,basic.9y,no,unknown,no,cellular,3,0,0,0
28,services,married,high.school,no,unknown,no,cellular,1,0,0,0
33,blue-collar,single,basic.9y,no,unknown,no,telephone,10,0,0,0
34,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
30,entrepreneur,single,university.degree,no,yes,no,cellular,3,1,0,0
29,blue-collar,single,professional.course,no,unknown,no,telephone,5,0,0,0
37,technician,married,professional.course,no,yes,no,cellular,1,0,0,0
49,services,married,high.school,no,unknown,no,telephone,2,0,0,0
47,technician,married,professional.course,no,unknown,unknown,cellular,5,0,0,0
28,admin.,single,high.school,no,unknown,no,cellular,1,1,0,0
32,management,married,high.school,no,unknown,unknown,telephone,3,0,0,0
31,blue-collar,married,basic.9y,unknown,no,no,cellular,4,0,0,0
66,management,divorced,university.degree,no,no,no,cellular,1,1,1,1
35,blue-collar,married,basic.9y,unknown,unknown,no,telephone,1,0,0,0
51,management,married,high.school,no,unknown,no,telephone,3,0,0,0
36,services,married,high.school,no,yes,no,telephone,2,0,0,0
32,services,married,high.school,no,unknown,no,cellular,2,0,0,0
43,admin.,married,university.degree,no,unknown,no,telephone,2,0,0,0
32,services,single,university.degree,no,unknown,no,telephone,2,0,0,0
53,admin.,married,university.degree,no,unknown,no,cellular,2,1,1,6
67,retired,married,professional.course,no,unknown,no,cellular,1,1,0,0
