Client ID,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted,Age Group
25132,entrepreneur,married,professional.course,no,unknown,no,cellular,1,no,0,0,36–45
12069,admin.,single,professional.course,no,unknown,yes,telephone,1,no,0,0,26–35
6101,technician,married,professional.course,no,unknown,no,telephone,16,no,0,0,36–45
23270,technician,married,professional.course,no,unknown,no,cellular,5,no,0,0,36–45
25486,technician,married,university.degree,no,no,no,cellular,4,no,0,0,36–45
7202,admin.,married,basic.9y,no,unknown,no,telephone,2,no,0,0,46–55
33220,blue-collar,married,high.school,unknown,no,no,telephone,6,no,0,0,26–35
28574,admin.,single,high.school,no,unknown,no,cellular,1,no,0,0,16–25
4184,self-employed,married,university.degree,unknown,unknown,no,telephone,4,no,0,0,46–55
39740,admin.,married,high.school,no,unknown,yes,cellular,2,yes,0,0,26–35
3934,blue-collar,married,basic.9y,no,unknown,yes,telephone,1,no,0,0,36–45
39364,blue-collar,married,basic.9y,no,unknown,no,cellular,1,no,0,0,56–65
8257,admin.,single,basic.9y,unknown,no,yes,telephone,2,no,0,0,26–35
28937,management,married,university.degree,no,yes,no,cellular,1,no,0,0,26–35
6402,retired,divorced,basic.4y,no,no,no,telephone,3,no,0,0,56–65
6825,blue-collar,single,basic.9y,unknown,unknown,no,telephone,2,no,0,0,26–35
18561,admin.,divorced,high.school,no,unknown,yes,cellular,3,no,0,0,26–35
439,admin.,divorced,university.degree,no,unknown,no,telephone,1,no,0,0,46–55
21579,admin.,married,university.degree,no,yes,no,cellular,1,no,0,0,26–35
8905,admin.,married,university.degree,no,unknown,yes,telephone,2,no,0,0,46–55
30656,services,divorced,high.school,unknown,yes,no,cellular,6,no,0,0,56–65
19245,technician,single,professional.course,no,unknown,no,cellular,1,no,0,0,26–35
2970,blue-collar,married,basic.9y,no,yes,no,telephone,2,no,0,0,36–45
5758,blue-collar,married,basic.4y,no,unknown,no,telephone,2,no,0,0,26–35
20935,admin.,single,high.school,no,no,unknown,cellular,1,no,0,0,26–35
27353,technician,single,professional.course,no,unknown,no,cellular,1,no,0,0,26–35
35339,entrepreneur,married,professional.course,no,unknown,no,telephone,10,no,0,0,26–35
29470,admin.,married,high.school,no,yes,no,cellular,1,no,0,0,26–35
3980,technician,married,professional.course,no,unknown,no,telephone,2,yes,0,0,56–65
5876,blue-collar,married,basic.9y,no,unknown,no,telephone,5,no,0,0,26–35
12963,blue-collar,married,unknown,no,unknown,yes,cellular,1,no,0,0,36–45
21179,entrepreneur,single,university.degree,no,unknown,no,cellular,2,no,0,0,36–45
36364,blue-collar,single,basic.9y,no,unknown,yes,cellular,1,yes,1,3,26–35
36053,admin.,married,high.school,no,no,no,telephone,1,yes,0,0,36–45
26749,admin.,single,university.degree,no,unknown,no,cellular,8,no,1,6,36–45
33910,blue-collar,single,professional.course,no,no,no,cellular,2,no,0,0,46–55
7469,services,single,unknown,no,unknown,no,telephone,2,no,0,0,26–35
22187,admin.,divorced,university.degree,no,no,yes,cellular,1,no,0,0,26–35
1073,management,divorced,university.degree,no,unknown,unknown,telephone,3,no,0,0,56–65
30253,services,married,high.school,no,yes,no,cellular,1,yes,0,0,36–45
11322,blue-collar,married,basic.9y,no,unknown,no,telephone,1,no,0,0,26–35
40705,services,married,professional.course,no,no,no,telephone,1,no,0,0,26–35
34184,blue-collar,single,basic.4y,no,yes,no,telephone,3,no,0,0,26–35
6743,admin.,married,high.school,no,unknown,no,telephone,2,no,0,0,26–35
16411,services,married,basic.4y,unknown,yes,no,cellular,1,no,0,0,36–45
32459,services,married,high.school,unknown,unknown,yes,telephone,4,no,0,0,36–45
11238,technician,married,basic.9y,unknown,yes,no,telephone,2,no,0,0,36–45
35593,technician,divorced,professional.course,no,no,no,cellular,1,no,0,0,26–35
26128,technician,single,university.degree,unknown,no,unknown,cellular,3,no,0,0,26–35
9811,admin.,married,high.school,no,yes,no,telephone,1,no,0,0,46–55
38631,admin.,married,university.degree,no,unknown,unknown,telephone,4,no,0,0,26–35
17582,services,divorced,high.school,no,unknown,no,cellular,19,no,0,0,46–55
29472,technician,married,university.degree,no,unknown,no,cellular,3,no,0,0,36–45
16732,technician,single,high.school,no,no,unknown,cellular,29,no,0,0,26–35
23279,retired,married,university.degree,no,no,no,cellular,7,no,0,0,56–65
19821,blue-collar,married,basic.4y,no,unknown,no,cellular,2,yes,0,0,46–55
40186,management,single,university.degree,no,no,no,cellular,2,no,0,0,26–35
21389,admin.,single,university.degree,unknown,unknown,no,cellular,6,no,0,0,26–35
40908,technician,married,professional.course,no,unknown,yes,cellular,1,yes,1,8,46–55
27985,management,single,university.degree,no,unknown,yes,cellular,1,no,0,0,26–35
3001,technician,married,professional.course,no,no,no,telephone,1,no,0,0,36–45
22306,services,married,high.school,unknown,yes,no,cellular,3,no,0,0,46–55
34752,admin.,single,high.school,no,no,no,cellular,10,no,0,0,36–45
14529,blue-collar,married,unknown,unknown,unknown,yes,cellular,4,no,0,0,36–45
20921,technician,married,professional.course,no,unknown,no,cellular,1,no,0,0,36–45
27155,technician,married,basic.9y,no,unknown,no,cellular,1,yes,0,0,46–55
7322,blue-collar,married,basic.4y,unknown,unknown,no,telephone,7,no,0,0,26–35
25051,services,married,high.school,no,yes,no,telephone,1,no,0,0,46–55
9402,admin.,married,university.degree,no,unknown,no,telephone,4,no,0,0,26–35
30525,blue-collar,unknown,high.school,no,unknown,no,cellular,2,no,0,0,26–35
1427,blue-collar,divorced,basic.6y,no,unknown,unknown,telephone,1,no,0,0,46–55
29072,management,married,university.degree,no,yes,no,telephone,1,no,0,0,46–55
27058,technician,divorced,basic.9y,no,unknown,no,cellular,4,no,0,0,46–55
10576,technician,single,university.degree,no,unknown,no,telephone,2,no,0,0,36–45
39272,technician,married,professional.course,no,yes,unknown,cellular,1,no,0,0,46–55
31122,blue-collar,divorced,high.school,unknown,no,no,cellular,1,yes,0,0,26–35
19493,blue-collar,married,basic.4y,unknown,unknown,yes,cellular,1,no,0,0,46–55
13688,entrepreneur,single,university.degree,no,no,no,cellular,2,no,0,0,26–35
9739,entrepreneur,married,basic.9y,unknown,yes,no,telephone,2,no,0,0,46–55
25814,admin.,single,university.degree,no,yes,no,cellular,1,no,0,0,36–45
1657,blue-collar,married,basic.9y,no,no,no,telephone,3,no,0,0,36–45
26244,entrepreneur,married,university.degree,unknown,no,no,cellular,2,no,1,3,56–65
26604,services,single,high.school,no,unknown,no,cellular,2,no,0,0,26–35
7326,blue-collar,single,university.degree,no,yes,yes,telephone,3,no,0,0,36–45
32406,admin.,married,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
40091,retired,divorced,basic.4y,no,unknown,no,cellular,2,no,0,0,56–65
1035,management,married,university.degree,no,unknown,unknown,telephone,1,no,0,0,36–45
13858,student,single,basic.4y,no,unknown,no,cellular,1,no,0,0,16–25
36150,student,single,high.school,no,yes,no,cellular,1,no,0,0,16–25
37809,admin.,married,high.school,no,unknown,no,cellular,2,yes,1,3,36–45
29699,technician,married,high.school,no,no,no,cellular,2,no,0,0,26–35
897,blue-collar,married,basic.9y,no,yes,no,telephone,1,no,0,0,26–35
35375,technician,married,university.degree,no,yes,no,cellular,3,no,0,0,26–35
2878,technician,married,professional.course,no,unknown,no,telephone,2,no,0,0,36–45
5322,blue-collar,married,unknown,no,yes,no,telephone,1,no,0,0,26–35
37013,management,married,university.degree,no,yes,no,cellular,1,yes,0,0,26–35
23164,technician,married,university.degree,no,unknown,no,cellular,4,no,0,0,36–45
2908,management,married,university.degree,no,unknown,yes,telephone,1,no,0,0,36–45
32808,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,no,0,0,36–45
39187,retired,single,professional.course,no,unknown,no,cellular,7,no,1,7,66+
18124,services,divorced,high.school,no,unknown,no,cellular,1,no,0,0,36–45
27591,admin.,single,university.degree,no,unknown,no,cellular,2,yes,0,0,26–35
20884,admin.,married,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
34211,blue-collar,married,basic.9y,no,unknown,no,cellular,3,no,0,0,36–45
10009,blue-collar,married,basic.6y,no,unknown,no,telephone,7,no,0,0,36–45
8318,blue-collar,married,basic.4y,no,unknown,no,telephone,5,no,0,0,46–55
13060,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,no,0,0,26–35
8239,admin.,single,university.degree,no,unknown,yes,telephone,1,no,0,0,36–45
38877,retired,married,high.school,no,unknown,no,cellular,1,yes,0,0,66+
27218,admin.,married,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
40590,management,married,university.degree,no,no,no,cellular,1,yes,1,17,46–55
33844,blue-collar,divorced,basic.9y,no,unknown,no,cellular,4,no,0,0,46–55
14382,admin.,single,high.school,no,unknown,yes,telephone,5,no,0,0,26–35
29314,admin.,single,unknown,unknown,yes,no,cellular,2,no,0,0,36–45
1676,retired,married,university.degree,unknown,no,no,telephone,1,no,0,0,56–65
21669,technician,single,university.degree,no,no,yes,cellular,4,no,0,0,26–35
34864,blue-collar,married,basic.9y,no,unknown,no,cellular,5,no,0,0,26–35
14007,management,married,unknown,no,unknown,no,cellular,2,no,0,0,46–55
5882,technician,married,university.degree,unknown,no,yes,telephone,5,no,0,0,56–65
39351,blue-collar,single,unknown,no,unknown,no,cellular,2,no,0,0,26–35
30919,entrepreneur,married,high.school,no,unknown,no,cellular,1,no,0,0,36–45
6915,blue-collar,single,basic.6y,unknown,unknown,no,telephone,1,no,0,0,36–45
33521,admin.,married,high.school,no,yes,yes,cellular,3,no,0,0,36–45
34726,blue-collar,married,basic.6y,no,unknown,no,cellular,4,no,0,0,26–35
14,housemaid,divorced,basic.4y,no,yes,no,telephone,1,no,0,0,56–65
2815,services,divorced,high.school,no,unknown,no,telephone,1,no,0,0,26–35
33348,blue-collar,married,basic.9y,no,yes,no,cellular,1,no,0,0,36–45
23771,unemployed,single,university.degree,no,yes,yes,cellular,1,no,0,0,26–35
20493,admin.,married,university.degree,no,unknown,unknown,cellular,2,no,0,0,26–35
18565,services,single,high.school,no,no,yes,cellular,2,no,0,0,26–35
1419,admin.,married,high.school,no,no,yes,telephone,3,no,0,0,46–55
1537,blue-collar,divorced,professional.course,no,unknown,yes,telephone,2,no,0,0,26–35
15460,blue-collar,married,basic.4y,no,unknown,no,cellular,1,no,0,0,46–55
12506,admin.,divorced,high.school,no,unknown,no,cellular,1,no,0,0,36–45
15781,technician,married,professional.course,no,yes,unknown,cellular,3,no,0,0,56–65
33912,blue-collar,married,basic.6y,no,unknown,yes,cellular,2,no,0,0,36–45
10601,blue-collar,married,basic.4y,unknown,yes,no,telephone,1,no,0,0,46–55
13640,technician,married,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
9986,technician,married,professional.course,no,unknown,no,telephone,3,no,0,0,36–45
8136,technician,single,professional.course,unknown,unknown,unknown,telephone,4,yes,0,0,36–45
8933,self-employed,married,basic.9y,unknown,no,no,telephone,3,no,0,0,46–55
23744,technician,single,university.degree,no,unknown,yes,telephone,4,no,0,0,36–45
14199,blue-collar,married,basic.6y,unknown,unknown,no,cellular,3,no,0,0,36–45
11906,blue-collar,married,basic.9y,no,no,no,telephone,4,no,0,0,36–45
36095,admin.,divorced,university.degree,no,unknown,unknown,cellular,1,no,0,0,46–55
16027,blue-collar,married,professional.course,no,unknown,no,cellular,8,no,0,0,16–25
24156,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
26698,management,divorced,university.degree,no,unknown,unknown,cellular,1,no,0,0,46–55
17976,admin.,married,university.degree,no,yes,no,cellular,4,no,0,0,46–55
36905,retired,divorced,basic.4y,no,unknown,no,cellular,5,no,0,0,56–65
1785,blue-collar,married,basic.4y,no,unknown,no,telephone,1,no,0,0,46–55
1214,unemployed,married,basic.4y,no,unknown,yes,telephone,1,no,0,0,46–55
28320,student,single,high.school,no,yes,no,cellular,1,no,0,0,16–25
6325,blue-collar,married,basic.4y,no,yes,unknown,telephone,2,no,0,0,36–45
37998,retired,married,basic.4y,no,unknown,no,cellular,1,yes,0,0,66+
27428,admin.,single,university.degree,no,unknown,yes,cellular,1,no,0,0,26–35
40379,student,single,basic.9y,no,yes,no,cellular,1,no,0,0,26–35
11226,technician,married,professional.course,no,unknown,no,telephone,2,no,0,0,16–25
37164,technician,married,professional.course,no,unknown,no,cellular,3,yes,1,4,36–45
33850,blue-collar,single,basic.9y,no,unknown,no,telephone,1,no,0,0,16–25
9780,blue-collar,married,basic.9y,no,unknown,no,telephone,4,no,0,0,26–35
21979,admin.,divorced,university.degree,no,unknown,yes,cellular,2,no,0,0,26–35
11105,self-employed,married,high.school,no,unknown,no,telephone,1,no,0,0,36–45
34338,blue-collar,married,basic.9y,no,unknown,no,cellular,1,no,0,0,36–45
6516,technician,married,basic.9y,no,unknown,no,telephone,2,no,0,0,56–65
38008,retired,married,basic.4y,no,unknown,no,cellular,1,no,0,0,66+
40031,admin.,single,university.degree,no,unknown,no,cellular,2,yes,1,3,46–55
21397,unknown,married,basic.4y,no,unknown,no,cellular,10,yes,0,0,56–65
38854,admin.,married,high.school,no,no,yes,cellular,7,no,0,0,26–35
39410,admin.,married,high.school,no,unknown,no,cellular,1,yes,0,0,56–65
20165,admin.,married,university.degree,no,yes,no,cellular,1,no,0,0,36–45
27806,retired,divorced,basic.4y,no,yes,yes,cellular,5,yes,0,0,66+
8440,admin.,single,university.degree,unknown,unknown,no,telephone,12,no,0,0,26–35
2814,entrepreneur,married,university.degree,no,no,no,telephone,1,no,0,0,26–35
2876,services,single,unknown,no,yes,no,telephone,2,no,0,0,36–45
13070,technician,married,unknown,no,unknown,no,telephone,3,no,0,0,16–25
50,blue-collar,married,basic.9y,no,unknown,no,telephone,2,no,0,0,46–55
25415,blue-collar,married,basic.6y,no,unknown,yes,cellular,1,no,0,0,36–45
38984,admin.,married,high.school,no,no,no,cellular,2,no,0,0,56–65
16415,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,no,0,0,26–35
8660,admin.,married,high.school,unknown,no,no,telephone,1,no,0,0,46–55
4204,blue-collar,married,basic.9y,no,no,no,telephone,2,no,0,0,26–35
13321,blue-collar,married,basic.6y,unknown,unknown,yes,cellular,1,no,0,0,36–45
33112,management,divorced,university.degree,no,unknown,no,telephone,3,no,0,0,46–55
16299,blue-collar,single,unknown,no,unknown,no,cellular,3,no,0,0,16–25
27112,admin.,married,high.school,no,unknown,no,cellular,1,no,0,0,56–65
37163,services,divorced,basic.6y,no,yes,no,telephone,2,no,0,0,36–45
632,admin.,single,university.degree,no,no,no,telephone,1,no,0,0,26–35
14704,blue-collar,married,basic.9y,no,no,no,telephone,5,no,0,0,36–45
12065,technician,single,professional.course,no,unknown,no,telephone,2,no,0,0,26–35
12231,technician,single,university.degree,no,unknown,no,telephone,1,no,0,0,26–35
31034,services,married,high.school,no,no,no,cellular,8,no,0,0,36–45
30279,management,married,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
3249,unknown,divorced,high.school,no,unknown,no,telephone,2,no,0,0,36–45
31276,housemaid,divorced,basic.6y,no,no,yes,cellular,1,no,0,0,26–35
18810,blue-collar,married,professional.course,no,unknown,no,cellular,5,no,0,0,46–55
23884,admin.,married,high.school,unknown,unknown,no,cellular,1,no,0,0,26–35
20417,technician,married,professional.course,no,yes,no,cellular,1,no,0,0,46–55
6434,admin.,divorced,university.degree,no,unknown,no,telephone,2,yes,0,0,46–55
35390,entrepreneur,married,university.degree,no,unknown,no,cellular,2,no,0,0,46–55
15432,management,single,university.degree,no,no,no,cellular,3,no,0,0,26–35
29181,unemployed,divorced,high.school,no,unknown,unknown,cellular,2,yes,0,0,36–45
21961,technician,married,university.degree,no,yes,unknown,cellular,2,no,0,0,26–35
21568,technician,single,university.degree,no,unknown,yes,cellular,3,no,0,0,26–35
14315,blue-collar,married,basic.9y,no,unknown,yes,cellular,3,no,0,0,36–45
29844,services,married,basic.9y,no,unknown,no,cellular,3,no,0,0,26–35
30095,blue-collar,single,basic.9y,no,unknown,no,cellular,1,no,0,0,26–35
12427,management,married,unknown,unknown,unknown,no,cellular,3,no,0,0,46–55
11879,blue-collar,married,unknown,unknown,no,no,telephone,3,no,0,0,26–35
37937,services,divorced,high.school,no,unknown,no,cellular,2,no,0,0,36–45
39487,retired,divorced,basic.4y,no,yes,no,cellular,1,no,0,0,66+
32024,admin.,married,university.degree,no,unknown,no,cellular,5,no,0,0,26–35
12982,admin.,married,university.degree,no,unknown,yes,cellular,3,no,0,0,36–45
32123,admin.,married,high.school,no,unknown,no,cellular,5,no,0,0,26–35
20635,services,single,university.degree,unknown,yes,no,cellular,3,no,0,0,26–35
6195,entrepreneur,divorced,high.school,no,yes,no,telephone,2,no,0,0,26–35
38323,retired,married,basic.9y,no,unknown,no,cellular,2,no,0,0,66+
30045,student,single,unknown,no,yes,no,cellular,4,no,0,0,26–35
26704,housemaid,married,unknown,no,yes,no,cellular,5,no,0,0,46–55
38381,entrepreneur,married,professional.course,no,unknown,yes,cellular,1,no,0,0,56–65
26619,admin.,married,basic.9y,no,no,no,cellular,1,no,0,0,46–55
36840,blue-collar,married,basic.4y,no,unknown,no,cellular,2,no,0,0,26–35
12731,blue-collar,married,basic.4y,no,no,no,cellular,1,no,0,0,26–35
1175,technician,married,professional.course,no,unknown,no,telephone,1,no,0,0,36–45
21911,admin.,married,university.degree,no,yes,yes,cellular,1,no,0,0,46–55
29780,technician,single,university.degree,no,unknown,yes,cellular,6,no,0,0,36–45
23081,technician,divorced,professional.course,no,no,no,cellular,2,no,0,0,36–45
19049,management,married,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
36505,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,yes,0,0,56–65
597,technician,married,basic.9y,no,unknown,no,telephone,1,no,0,0,36–45
35453,blue-collar,married,basic.9y,no,unknown,no,cellular,5,no,0,0,36–45
14019,admin.,married,university.degree,no,no,no,cellular,2,no,0,0,26–35
14234,blue-collar,single,basic.9y,no,unknown,no,cellular,3,no,0,0,36–45
16798,blue-collar,married,basic.4y,no,yes,no,cellular,1,no,0,0,26–35
10997,admin.,married,university.degree,no,yes,yes,telephone,3,no,0,0,36–45
3900,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,no,0,0,36–45
40452,student,single,unknown,no,unknown,no,cellular,1,no,0,0,16–25
24178,services,married,high.school,no,unknown,no,cellular,1,no,0,0,36–45
1479,entrepreneur,married,basic.9y,no,unknown,no,telephone,6,no,0,0,36–45
40055,admin.,married,high.school,no,unknown,yes,telephone,2,yes,0,0,26–35
1079,entrepreneur,married,basic.4y,unknown,no,no,telephone,2,yes,0,0,36–45
35825,blue-collar,married,professional.course,no,unknown,unknown,cellular,6,no,0,0,46–55
15284,admin.,single,high.school,unknown,unknown,no,cellular,2,no,0,0,16–25
39783,admin.,married,university.degree,no,unknown,no,cellular,1,yes,0,0,26–35
30366,management,married,university.degree,unknown,unknown,no,cellular,1,yes,0,0,46–55
18304,self-employed,single,university.degree,no,unknown,yes,telephone,11,no,0,0,36–45
472,management,married,professional.course,no,yes,no,telephone,1,no,0,0,36–45
31268,management,married,university.degree,unknown,unknown,no,telephone,2,no,0,0,46–55
16967,unemployed,married,basic.6y,no,no,no,cellular,1,yes,0,0,46–55
36196,unknown,married,basic.4y,no,yes,unknown,cellular,2,no,0,0,66+
35692,admin.,single,university.degree,no,yes,no,cellular,3,no,0,0,36–45
38709,admin.,married,high.school,no,no,no,cellular,2,yes,0,0,26–35
6232,technician,single,university.degree,no,yes,no,telephone,2,no,0,0,36–45
21321,housemaid,married,basic.4y,unknown,no,no,cellular,3,no,0,0,46–55
32163,retired,single,university.degree,no,no,no,cellular,1,no,0,0,56–65
26060,blue-collar,married,basic.4y,no,unknown,no,cellular,3,no,0,0,36–45
17682,retired,married,high.school,no,no,no,cellular,9,no,0,0,56–65
33349,blue-collar,married,basic.9y,unknown,unknown,no,cellular,3,no,0,0,46–55
27894,admin.,single,university.degree,no,unknown,no,cellular,2,yes,0,0,26–35
23150,services,married,basic.4y,unknown,unknown,no,cellular,1,no,0,0,46–55
36951,admin.,married,university.degree,no,no,no,cellular,1,yes,0,0,46–55
19915,admin.,single,university.degree,unknown,no,unknown,cellular,2,no,0,0,26–35
36316,retired,divorced,university.degree,no,unknown,no,cellular,2,no,0,0,56–65
27556,admin.,married,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
30227,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
27149,admin.,divorced,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
15610,blue-collar,married,basic.9y,no,unknown,no,cellular,3,no,0,0,16–25
3392,admin.,single,unknown,no,yes,no,telephone,1,no,0,0,36–45
37759,admin.,single,high.school,no,unknown,no,cellular,1,yes,1,3,36–45
6699,technician,divorced,unknown,no,unknown,no,telephone,9,no,0,0,36–45
19627,unemployed,married,professional.course,unknown,unknown,no,cellular,2,no,0,0,36–45
20913,self-employed,married,basic.9y,no,unknown,no,cellular,1,no,0,0,46–55
31907,technician,single,high.school,no,no,yes,cellular,4,no,0,0,46–55
29359,management,married,university.degree,no,unknown,yes,cellular,3,no,0,0,36–45
37630,self-employed,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
32461,services,married,basic.9y,no,unknown,yes,cellular,2,no,0,0,26–35
34624,admin.,single,high.school,no,unknown,yes,cellular,7,no,0,0,26–35
6986,services,married,university.degree,no,unknown,unknown,telephone,1,no,0,0,26–35
3351,unemployed,married,basic.4y,unknown,unknown,unknown,telephone,4,no,0,0,36–45
30676,admin.,married,basic.9y,no,unknown,no,cellular,7,no,0,0,36–45
13316,blue-collar,married,basic.9y,no,unknown,no,cellular,1,no,0,0,26–35
10158,entrepreneur,married,high.school,no,no,no,telephone,6,yes,0,0,36–45
12706,housemaid,divorced,high.school,no,unknown,no,cellular,1,no,0,0,46–55
6848,blue-collar,married,basic.4y,no,unknown,no,telephone,2,no,0,0,36–45
28336,technician,married,professional.course,unknown,yes,yes,cellular,1,no,0,0,36–45
22639,housemaid,married,basic.4y,no,unknown,yes,cellular,1,no,0,0,36–45
32429,blue-collar,married,basic.6y,no,no,no,cellular,3,no,0,0,26–35
13268,admin.,married,high.school,no,unknown,yes,cellular,5,no,0,0,26–35
1567,admin.,married,university.degree,no,yes,no,telephone,4,no,0,0,36–45
429,unknown,married,unknown,unknown,unknown,no,telephone,3,no,0,0,46–55
15653,blue-collar,married,basic.9y,no,yes,no,cellular,1,no,0,0,26–35
20352,management,married,university.degree,no,yes,no,cellular,1,no,0,0,46–55
7133,admin.,married,basic.9y,no,unknown,no,telephone,1,no,0,0,26–35
7063,blue-collar,married,basic.9y,unknown,no,no,telephone,1,no,0,0,26–35
97,management,married,university.degree,no,no,no,telephone,1,no,0,0,36–45
35544,technician,married,professional.course,no,unknown,no,cellular,1,no,0,0,26–35
25673,blue-collar,married,basic.9y,no,yes,yes,cellular,2,no,0,0,36–45
27122,technician,married,basic.9y,unknown,unknown,no,cellular,1,no,0,0,46–55
10937,blue-collar,single,basic.4y,no,unknown,no,telephone,1,yes,0,0,16–25
21057,services,married,high.school,unknown,yes,no,cellular,2,no,0,0,46–55
23442,admin.,single,university.degree,no,yes,no,cellular,5,no,0,0,36–45
35698,services,single,high.school,no,unknown,yes,cellular,3,no,0,0,26–35
7150,blue-collar,married,basic.9y,unknown,no,no,telephone,1,no,0,0,26–35
25605,management,married,university.degree,no,yes,yes,cellular,1,yes,0,0,36–45
23576,admin.,married,university.degree,unknown,unknown,yes,cellular,1,no,0,0,36–45
27621,self-employed,single,university.degree,no,unknown,no,cellular,4,no,0,0,26–35
6040,housemaid,married,basic.4y,no,unknown,no,telephone,1,no,0,0,46–55
7412,technician,single,university.degree,no,unknown,no,telephone,1,no,0,0,36–45
28160,technician,married,professional.course,no,unknown,no,cellular,3,no,0,0,56–65
3461,admin.,married,university.degree,no,no,no,telephone,2,no,0,0,46–55
19789,blue-collar,married,basic.9y,no,yes,no,cellular,5,no,0,0,46–55
19609,admin.,married,university.degree,no,yes,no,cellular,1,no,0,0,26–35
6044,blue-collar,married,basic.9y,no,unknown,no,telephone,2,no,0,0,36–45
2266,admin.,single,high.school,no,no,no,telephone,1,no,0,0,26–35
37082,technician,single,unknown,no,yes,yes,cellular,3,no,0,0,26–35
1163,admin.,married,high.school,no,unknown,no,telephone,1,no,0,0,36–45
28831,blue-collar,married,basic.9y,no,unknown,no,cellular,1,no,1,5,26–35
12548,services,married,high.school,no,unknown,yes,cellular,4,no,0,0,36–45
20284,technician,single,high.school,unknown,yes,no,cellular,6,no,0,0,36–45
34854,admin.,single,high.school,no,unknown,yes,cellular,5,no,0,0,36–45
3629,entrepreneur,married,university.degree,no,unknown,no,telephone,1,yes,0,0,36–45
2894,management,married,high.school,unknown,yes,no,telephone,1,no,0,0,26–35
12947,blue-collar,married,basic.9y,no,unknown,no,cellular,5,no,0,0,26–35
39711,services,single,basic.9y,no,unknown,unknown,cellular,1,no,0,0,26–35
8410,blue-collar,married,basic.9y,no,unknown,no,telephone,3,no,0,0,26–35
1414,blue-collar,married,basic.4y,no,yes,unknown,telephone,2,no,0,0,36–45
13109,technician,married,professional.course,no,unknown,no,cellular,1,no,0,0,46–55
33441,admin.,single,high.school,unknown,unknown,no,cellular,3,no,0,0,26–35
8472,admin.,married,university.degree,no,unknown,no,telephone,14,no,0,0,36–45
30000,admin.,divorced,high.school,no,unknown,no,telephone,3,no,0,0,26–35
6025,services,married,basic.9y,unknown,unknown,unknown,telephone,1,no,0,0,36–45
39516,technician,married,university.degree,no,yes,no,cellular,1,yes,0,0,26–35
3357,blue-collar,single,basic.9y,unknown,unknown,no,telephone,1,no,0,0,26–35
26950,admin.,married,basic.9y,no,unknown,yes,cellular,2,no,0,0,56–65
36098,admin.,single,university.degree,no,yes,yes,cellular,1,no,0,0,26–35
17658,technician,divorced,professional.course,no,unknown,yes,telephone,3,no,0,0,36–45
16056,blue-collar,married,unknown,unknown,unknown,no,cellular,1,no,0,0,36–45
8022,admin.,single,university.degree,no,unknown,no,telephone,2,no,0,0,26–35
29654,blue-collar,married,high.school,no,unknown,unknown,cellular,5,no,0,0,26–35
13131,admin.,married,university.degree,no,unknown,yes,cellular,1,no,0,0,46–55
448,technician,married,basic.4y,unknown,no,yes,telephone,1,no,0,0,56–65
22857,technician,married,professional.course,no,unknown,no,cellular,2,no,0,0,36–45
801,blue-collar,single,basic.4y,unknown,yes,no,telephone,1,no,0,0,46–55
20124,housemaid,married,basic.6y,no,unknown,no,cellular,2,no,0,0,36–45
17715,management,divorced,high.school,no,no,no,cellular,1,no,0,0,46–55
40001,technician,single,high.school,no,unknown,no,telephone,1,no,0,0,26–35
24568,self-employed,married,basic.9y,unknown,unknown,no,cellular,1,no,0,0,46–55
33239,blue-collar,married,high.school,no,yes,yes,cellular,4,no,0,0,26–35
38562,admin.,married,basic.4y,unknown,no,no,cellular,2,yes,1,2,66+
16602,services,married,high.school,unknown,unknown,no,cellular,4,no,0,0,36–45
30828,services,married,high.school,no,unknown,no,cellular,1,no,0,0,26–35
21262,admin.,married,university.degree,no,yes,no,cellular,1,no,0,0,26–35
23883,admin.,married,high.school,unknown,unknown,no,cellular,1,no,0,0,26–35
34608,blue-collar,married,basic.6y,no,unknown,no,cellular,4,yes,0,0,26–35
19672,admin.,married,university.degree,no,unknown,no,cellular,3,no,0,0,46–55
12726,admin.,married,high.school,no,unknown,yes,cellular,4,no,0,0,36–45
34590,blue-collar,married,high.school,no,yes,no,cellular,1,no,0,0,36–45
25942,admin.,married,university.degree,no,yes,yes,cellular,2,yes,0,0,36–45
13198,blue-collar,divorced,basic.9y,no,unknown,no,cellular,3,no,0,0,36–45
26633,entrepreneur,married,university.degree,no,unknown,yes,cellular,1,no,0,0,36–45
