Client ID,Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days,Subscription Status 
13950,29,blue-collar,single,basic.9y,no,unknown,no,cellular,2,999,no
26226,29,technician,married,professional.course,no,unknown,unknown,cellular,1,999,no
22054,42,admin.,married,university.degree,no,unknown,no,cellular,6,999,no
28867,45,blue-collar,married,unknown,no,yes,yes,cellular,1,999,no
38317,74,retired,married,basic.9y,no,yes,no,cellular,2,6,yes
26462,39,unemployed,divorced,high.school,no,unknown,unknown,cellular,1,999,no
32813,27,student,single,university.degree,unknown,no,no,cellular,2,999,no
15663,34,technician,divorced,professional.course,no,unknown,no,cellular,4,999,no
12099,28,technician,single,university.degree,no,unknown,no,telephone,2,999,no
5930,56,entrepreneur,married,university.degree,no,unknown,no,telephone,4,999,no
14493,38,technician,single,professional.course,no,no,no,cellular,4,999,yes
31243,46,services,single,high.school,unknown,yes,unknown,cellular,1,999,no
8841,38,services,married,basic.4y,no,unknown,yes,telephone,1,999,no
35400,25,blue-collar,single,basic.9y,no,no,no,cellular,3,999,no
24372,54,admin.,married,basic.9y,no,unknown,no,cellular,2,999,no
30043,30,student,single,unknown,no,unknown,no,cellular,1,999,no
40447,55,admin.,divorced,high.school,no,unknown,no,cellular,1,999,yes
24967,29,blue-collar,divorced,basic.6y,no,unknown,no,telephone,2,999,no
11128,49,housemaid,single,high.school,unknown,unknown,no,telephone,1,999,no
22551,32,admin.,married,university.degree,unknown,unknown,no,cellular,2,999,no
24802,40,self-employed,married,basic.9y,unknown,unknown,no,cellular,1,999,no
34101,34,blue-collar,married,high.school,no,unknown,no,telephone,2,999,no
12803,39,blue-collar,married,basic.6y,unknown,yes,no,cellular,1,999,no
19003,52,technician,divorced,professional.course,no,unknown,unknown,cellular,4,999,no
15843,44,admin.,single,basic.9y,no,unknown,yes,cellular,5,999,no
8034,30,technician,married,university.degree,no,no,yes,telephone,5,999,no
4654,38,blue-collar,married,high.school,unknown,yes,no,telephone,1,999,no
28896,41,admin.,divorced,high.school,no,unknown,no,cellular,1,999,no
86,31,admin.,divorced,high.school,no,unknown,no,telephone,1,999,no
7540,53,admin.,single,university.degree,unknown,unknown,unknown,telephone,2,999,no
21540,52,admin.,married,high.school,no,yes,no,cellular,2,999,no
39996,26,admin.,married,high.school,no,unknown,no,cellular,1,999,no
16267,37,blue-collar,divorced,professional.course,no,unknown,no,cellular,2,999,no
23177,33,admin.,married,university.degree,no,unknown,no,cellular,2,999,no
36845,22,student,single,unknown,no,unknown,unknown,cellular,1,999,no
40545,33,blue-collar,married,professional.course,no,unknown,no,cellular,4,999,yes
8896,35,admin.,single,basic.4y,unknown,unknown,no,telephone,2,999,no
34792,43,blue-collar,married,basic.4y,no,unknown,no,cellular,5,999,no
14010,28,blue-collar,married,basic.6y,unknown,yes,no,telephone,2,999,no
3092,58,blue-collar,married,basic.4y,unknown,unknown,no,telephone,3,999,no
37104,54,admin.,married,university.degree,no,unknown,yes,cellular,6,13,yes
39743,60,retired,married,high.school,no,no,no,cellular,3,6,yes
3942,44,blue-collar,divorced,basic.9y,no,no,no,telephone,1,999,no
38894,48,management,married,university.degree,no,unknown,yes,cellular,2,999,yes
580,37,blue-collar,married,unknown,no,unknown,no,telephone,3,999,no
4215,26,admin.,single,high.school,no,unknown,no,telephone,7,999,no
18876,30,admin.,single,university.degree,no,unknown,no,cellular,1,999,no
20857,57,technician,married,university.degree,no,unknown,no,cellular,2,999,no
32359,29,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,no
34273,27,blue-collar,married,professional.course,no,unknown,no,cellular,3,999,no
11471,37,housemaid,married,high.school,no,unknown,unknown,telephone,1,999,no
14858,47,technician,divorced,professional.course,no,unknown,no,cellular,1,999,no
39991,32,blue-collar,married,basic.4y,no,yes,no,telephone,1,999,no
25178,51,admin.,married,basic.9y,no,no,yes,cellular,5,999,no
22680,35,admin.,married,university.degree,no,unknown,no,cellular,5,999,no
40495,48,self-employed,divorced,university.degree,no,no,no,cellular,4,999,yes
14890,29,self-employed,married,basic.9y,unknown,yes,no,telephone,1,999,no
16537,53,entrepreneur,divorced,university.degree,no,yes,no,cellular,5,999,no
27922,56,blue-collar,married,basic.4y,no,unknown,no,cellular,1,999,yes
1932,59,retired,married,basic.4y,unknown,unknown,no,telephone,4,999,no
15382,46,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,999,no
17845,34,admin.,married,university.degree,no,no,no,cellular,1,999,no
25702,35,services,married,university.degree,no,no,unknown,cellular,1,999,no
40611,30,admin.,single,high.school,no,unknown,no,cellular,3,6,yes
19137,39,unemployed,divorced,university.degree,unknown,no,no,cellular,1,999,no
33749,40,blue-collar,single,basic.9y,no,unknown,no,cellular,2,999,no
40301,71,retired,married,basic.4y,no,yes,no,cellular,2,9,yes
32095,27,blue-collar,single,high.school,no,no,no,cellular,4,999,no
12473,56,blue-collar,married,basic.9y,unknown,no,no,telephone,4,999,no
26512,30,entrepreneur,single,university.degree,no,yes,no,cellular,1,999,yes
1230,35,unknown,single,basic.4y,unknown,no,no,telephone,1,999,no
26379,55,retired,married,high.school,no,unknown,yes,cellular,6,999,no
14198,40,services,married,basic.6y,no,no,no,cellular,2,999,no
39875,35,management,divorced,university.degree,no,unknown,yes,cellular,2,12,no
19877,50,blue-collar,married,basic.6y,no,unknown,no,cellular,1,999,no
31696,37,blue-collar,married,basic.9y,no,unknown,yes,cellular,1,999,no
16020,29,technician,married,professional.course,no,unknown,yes,cellular,1,999,no
11880,47,management,divorced,university.degree,no,unknown,no,telephone,3,999,no
10414,35,admin.,divorced,high.school,no,no,yes,telephone,15,999,no
9151,35,blue-collar,single,unknown,no,unknown,yes,telephone,1,999,no
11348,57,blue-collar,married,basic.9y,unknown,unknown,yes,telephone,2,999,no
17983,38,admin.,married,university.degree,no,unknown,no,cellular,30,999,no
10290,44,management,divorced,university.degree,no,unknown,no,telephone,8,999,no
22149,29,admin.,single,university.degree,no,unknown,no,cellular,1,999,no
14481,30,entrepreneur,single,high.school,no,yes,unknown,telephone,2,999,no
12929,34,services,single,high.school,no,unknown,no,telephone,1,999,no
34050,34,admin.,single,high.school,no,unknown,no,cellular,2,999,no
39490,80,retired,divorced,basic.4y,no,unknown,yes,cellular,2,999,yes
4670,49,blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,999,no
322,53,admin.,single,basic.6y,no,yes,yes,telephone,2,999,no
38129,68,retired,single,university.degree,no,unknown,no,cellular,1,3,no
28237,25,student,single,high.school,no,no,no,cellular,2,999,no
39797,51,technician,married,university.degree,no,unknown,no,cellular,1,10,yes
14749,37,entrepreneur,divorced,high.school,unknown,unknown,no,cellular,4,999,no
37552,61,management,married,university.degree,no,yes,no,cellular,2,4,yes
21437,48,management,married,university.degree,no,no,no,cellular,1,999,no
9206,36,blue-collar,married,basic.9y,unknown,yes,unknown,telephone,2,999,no
28078,31,admin.,married,university.degree,no,unknown,no,cellular,1,999,no
19579,36,technician,divorced,university.degree,no,yes,no,cellular,1,999,no
18604,48,admin.,divorced,university.degree,no,unknown,no,cellular,4,999,no
26978,37,unemployed,single,university.degree,no,yes,no,telephone,3,999,no
10566,30,blue-collar,single,basic.4y,no,unknown,no,telephone,1,999,no
2141,37,blue-collar,divorced,basic.4y,unknown,unknown,no,telephone,1,999,no
22349,34,technician,married,professional.course,unknown,unknown,yes,cellular,3,999,no
7028,38,services,married,high.school,unknown,unknown,yes,telephone,1,999,no
32985,32,entrepreneur,married,basic.9y,no,unknown,no,cellular,4,999,no
24529,39,admin.,married,high.school,no,unknown,no,cellular,1,999,no
9556,37,admin.,divorced,university.degree,no,unknown,no,telephone,1,999,no
19667,42,admin.,married,university.degree,no,unknown,no,cellular,5,999,no
1531,31,admin.,single,university.degree,no,unknown,yes,telephone,3,999,no
15608,54,blue-collar,married,basic.9y,no,unknown,no,cellular,2,999,no
2930,33,admin.,married,high.school,no,unknown,yes,telephone,2,999,no
5800,42,unemployed,married,high.school,unknown,unknown,no,telephone,3,999,no
16165,53,technician,divorced,professional.course,no,yes,yes,cellular,3,999,no
38537,73,retired,married,basic.4y,no,yes,no,telephone,1,999,no
22877,49,housemaid,married,basic.4y,no,yes,unknown,cellular,4,999,no
6755,28,management,single,university.degree,no,unknown,unknown,telephone,4,999,no
21935,31,technician,married,university.degree,no,unknown,no,cellular,1,999,no
35262,24,technician,single,professional.course,no,no,yes,cellular,8,999,no
7306,55,technician,divorced,university.degree,unknown,no,no,telephone,7,999,no
31110,48,technician,single,professional.course,no,unknown,no,cellular,2,999,no
21996,29,technician,single,university.degree,no,no,no,cellular,2,999,no
22250,47,blue-collar,married,basic.6y,no,unknown,unknown,cellular,2,999,no
12559,41,entrepreneur,married,basic.4y,no,no,no,cellular,1,999,no
5359,51,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,999,no
34646,33,blue-collar,married,basic.6y,no,yes,yes,cellular,2,999,no
34913,42,admin.,married,high.school,no,yes,no,cellular,1,999,no
9668,32,services,married,unknown,no,no,no,telephone,4,999,no
33149,28,admin.,single,high.school,no,unknown,yes,cellular,1,999,no
26964,31,management,single,university.degree,no,no,no,telephone,5,999,no
9646,60,management,married,unknown,unknown,no,no,telephone,1,999,no
34904,35,blue-collar,divorced,basic.9y,no,unknown,no,cellular,1,999,yes
31354,33,entrepreneur,married,university.degree,unknown,yes,no,cellular,2,999,no
5995,35,services,single,high.school,unknown,no,unknown,telephone,1,999,no
20187,35,technician,married,university.degree,unknown,yes,no,cellular,2,999,no
24594,43,admin.,divorced,high.school,no,no,no,cellular,3,999,no
34471,33,blue-collar,single,basic.9y,unknown,unknown,no,cellular,1,999,yes
37976,48,technician,married,professional.course,no,yes,no,cellular,1,999,no
34596,30,blue-collar,married,basic.6y,no,unknown,no,cellular,2,999,no
30666,36,admin.,divorced,high.school,no,unknown,no,telephone,2,999,no
4109,42,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,1,999,no
34635,39,entrepreneur,married,basic.9y,unknown,unknown,yes,cellular,2,999,no
24758,31,admin.,married,university.degree,no,unknown,yes,cellular,1,999,no
4062,24,technician,single,professional.course,unknown,unknown,no,telephone,4,999,no
16595,31,blue-collar,single,basic.6y,no,no,no,cellular,2,999,no
299,35,services,divorced,high.school,no,unknown,no,telephone,3,999,no
388,48,housemaid,married,basic.6y,unknown,yes,yes,telephone,4,999,no
35407,25,admin.,single,university.degree,no,unknown,no,cellular,7,999,no
2098,35,technician,married,professional.course,no,unknown,no,telephone,3,999,no
34698,31,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no
5628,36,entrepreneur,married,university.degree,unknown,yes,yes,telephone,5,999,no
30871,38,entrepreneur,married,basic.4y,no,no,no,cellular,1,999,no
6282,29,technician,married,professional.course,no,no,no,telephone,1,999,no
9890,31,blue-collar,married,basic.6y,no,unknown,no,telephone,1,999,no
19266,55,technician,married,university.degree,no,unknown,yes,cellular,1,999,no
7318,32,blue-collar,married,basic.6y,no,unknown,no,telephone,3,999,no
31483,34,services,married,high.school,no,no,no,cellular,2,999,no
2499,49,services,married,high.school,no,yes,no,telephone,1,999,no
31220,36,technician,single,professional.course,no,no,no,cellular,1,999,no
31184,31,services,single,high.school,no,yes,no,cellular,1,999,no
1339,37,admin.,divorced,university.degree,no,unknown,unknown,telephone,2,999,no
30077,50,admin.,married,university.degree,no,yes,no,cellular,1,999,yes
22325,33,admin.,single,university.degree,no,unknown,no,cellular,4,999,yes
25297,34,management,single,professional.course,no,yes,no,cellular,2,999,no
21822,31,admin.,single,university.degree,no,unknown,no,cellular,1,999,no
12066,32,services,single,high.school,no,no,no,telephone,1,999,no
31312,33,services,married,high.school,no,no,no,cellular,1,999,no
14460,42,self-employed,divorced,basic.6y,unknown,unknown,no,cellular,3,999,no
30439,46,technician,married,high.school,no,no,unknown,cellular,5,3,no
34002,35,blue-collar,married,basic.6y,no,unknown,no,telephone,3,999,yes
22923,55,blue-collar,married,unknown,no,unknown,unknown,cellular,3,999,no
26224,53,management,married,university.degree,no,unknown,no,cellular,1,999,no
9961,51,unemployed,married,high.school,unknown,unknown,no,telephone,2,999,no
15371,30,admin.,married,university.degree,no,unknown,no,cellular,2,999,no
35914,53,technician,married,professional.course,no,unknown,no,cellular,1,999,yes
22538,38,technician,single,university.degree,no,yes,yes,cellular,1,999,no
32072,39,admin.,single,university.degree,no,unknown,no,cellular,2,999,no
33737,38,self-employed,married,basic.9y,no,unknown,yes,telephone,4,999,no
3127,31,entrepreneur,single,basic.9y,no,no,no,telephone,1,999,no
11959,39,admin.,single,high.school,no,unknown,no,telephone,3,999,no
22677,48,admin.,married,unknown,no,yes,yes,cellular,7,999,no
38376,38,blue-collar,married,basic.9y,no,yes,no,cellular,3,999,no
26077,33,technician,married,university.degree,no,unknown,no,telephone,2,999,no
24235,30,services,married,university.degree,no,yes,no,cellular,1,999,no
21470,33,technician,single,professional.course,no,unknown,no,cellular,1,999,no
28876,34,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no
9017,32,technician,married,professional.course,no,unknown,no,telephone,2,999,no
381,30,blue-collar,single,unknown,no,unknown,no,telephone,2,999,no
7714,42,technician,divorced,university.degree,no,yes,no,telephone,3,999,no
9126,43,blue-collar,married,basic.9y,no,unknown,no,telephone,3,999,no
27175,57,admin.,divorced,university.degree,unknown,no,no,cellular,3,999,no
37295,36,blue-collar,married,basic.9y,no,no,no,cellular,2,999,no
28104,50,blue-collar,married,basic.4y,no,yes,no,cellular,3,999,no
19816,36,admin.,married,professional.course,no,no,no,cellular,1,999,no
28548,30,admin.,married,university.degree,no,no,yes,cellular,2,999,no
13803,24,services,single,university.degree,no,unknown,no,cellular,6,999,no
27192,39,self-employed,single,high.school,no,unknown,no,cellular,1,999,no
39129,59,management,married,university.degree,no,unknown,no,cellular,4,999,no
12539,57,entrepreneur,married,university.degree,unknown,unknown,unknown,cellular,9,999,no
35488,29,services,married,high.school,no,unknown,no,telephone,6,999,no
11874,51,blue-collar,divorced,unknown,unknown,unknown,no,telephone,6,999,no
40108,19,student,single,basic.9y,no,unknown,no,cellular,2,999,no
3290,36,blue-collar,married,basic.9y,unknown,yes,no,telephone,3,999,no
17684,43,blue-collar,married,basic.9y,no,yes,yes,cellular,2,999,no
40786,32,technician,married,basic.9y,no,no,no,cellular,1,6,yes
26799,53,admin.,divorced,high.school,no,unknown,no,cellular,2,999,no
19772,47,self-employed,married,basic.9y,no,unknown,no,cellular,1,999,no
3317,35,admin.,single,university.degree,no,unknown,no,telephone,1,999,no
28942,35,blue-collar,married,basic.4y,no,yes,no,cellular,2,999,no
27573,50,services,single,high.school,no,unknown,no,cellular,2,999,no
18452,43,services,married,high.school,unknown,unknown,no,cellular,19,999,no
20259,30,technician,single,university.degree,no,unknown,no,cellular,1,999,yes
9153,41,blue-collar,married,basic.4y,unknown,unknown,no,telephone,3,999,no
5740,40,blue-collar,married,high.school,no,unknown,yes,telephone,1,999,no
23171,52,unemployed,divorced,high.school,no,unknown,no,cellular,2,999,no
27443,58,admin.,married,university.degree,no,no,no,telephone,2,999,no
40686,38,technician,single,professional.course,no,unknown,no,cellular,2,6,yes
10736,50,management,married,basic.4y,unknown,unknown,no,telephone,3,999,no
14546,25,admin.,single,high.school,no,unknown,no,cellular,1,999,no
34304,31,management,single,university.degree,no,unknown,yes,cellular,3,999,no
34392,35,admin.,married,university.degree,no,unknown,yes,cellular,7,999,no
37231,41,services,single,university.degree,no,unknown,no,cellular,1,4,yes
36862,25,admin.,married,university.degree,no,yes,unknown,telephone,1,999,no
8356,31,unemployed,divorced,basic.4y,no,unknown,no,telephone,1,999,yes
19069,59,retired,married,university.degree,no,unknown,no,cellular,1,999,no
12643,54,services,married,high.school,unknown,unknown,no,cellular,33,999,no
30447,44,entrepreneur,single,professional.course,no,no,no,cellular,1,999,no
4706,53,blue-collar,married,basic.9y,unknown,no,no,telephone,5,999,no
6344,32,blue-collar,single,high.school,no,unknown,no,telephone,2,999,no
13425,27,technician,divorced,professional.course,no,yes,no,cellular,5,999,no
10453,47,blue-collar,married,basic.9y,unknown,no,no,telephone,3,999,no
13326,28,services,single,university.degree,no,unknown,unknown,cellular,1,999,no
35354,29,admin.,single,high.school,no,no,no,cellular,2,999,no
21221,45,technician,married,professional.course,no,yes,no,cellular,4,999,no
20889,47,housemaid,married,high.school,unknown,unknown,no,cellular,1,999,no
2211,37,admin.,married,unknown,no,no,no,telephone,3,999,no
23745,39,admin.,single,university.degree,no,unknown,yes,cellular,8,999,no
7793,34,blue-collar,divorced,basic.4y,unknown,no,no,telephone,1,999,no
37061,30,self-employed,single,university.degree,no,yes,no,cellular,3,999,no
24320,35,management,single,university.degree,no,no,yes,cellular,1,999,no
20989,32,technician,single,university.degree,no,unknown,no,cellular,2,999,no
37829,46,housemaid,married,basic.4y,no,unknown,unknown,cellular,2,999,no
27338,39,services,divorced,unknown,no,yes,unknown,cellular,1,999,no
6059,45,technician,single,professional.course,no,yes,no,telephone,4,999,no
10658,33,technician,married,university.degree,no,no,no,telephone,3,999,no
3662,49,admin.,divorced,high.school,no,unknown,no,telephone,1,999,yes
37581,31,admin.,married,university.degree,no,unknown,no,cellular,3,999,yes
34312,23,admin.,single,high.school,no,yes,no,cellular,1,6,no
19717,31,admin.,single,university.degree,no,no,unknown,cellular,3,999,no
40177,31,admin.,married,high.school,no,unknown,no,cellular,8,999,no
3999,52,management,married,high.school,unknown,unknown,no,telephone,1,999,no
34521,32,services,divorced,high.school,no,no,no,cellular,1,999,no
19803,51,blue-collar,married,basic.4y,unknown,unknown,no,cellular,2,999,no
5815,56,retired,married,basic.4y,unknown,unknown,unknown,telephone,2,999,no
25372,34,self-employed,single,high.school,no,unknown,no,cellular,4,999,no
13453,25,blue-collar,single,basic.9y,unknown,yes,no,telephone,4,999,no
28976,36,technician,married,professional.course,no,yes,unknown,cellular,1,999,yes
31614,39,admin.,married,high.school,no,unknown,no,cellular,8,999,no
28338,58,retired,married,university.degree,no,unknown,unknown,cellular,1,999,yes
30264,56,entrepreneur,married,university.degree,no,unknown,no,cellular,1,999,no
9057,48,blue-collar,married,basic.4y,no,unknown,no,telephone,2,999,no
2698,38,blue-collar,married,basic.6y,unknown,yes,no,telephone,1,999,yes
10485,36,services,married,high.school,unknown,unknown,unknown,telephone,2,999,no
20850,34,technician,single,university.degree,no,unknown,no,cellular,1,999,no
41060,42,services,married,basic.9y,no,unknown,no,telephone,1,999,no
6385,53,services,divorced,university.degree,no,yes,no,telephone,16,999,no
5642,36,blue-collar,married,basic.9y,unknown,unknown,no,telephone,4,999,no
17637,41,admin.,married,high.school,no,unknown,unknown,cellular,3,999,no
35639,21,blue-collar,single,basic.9y,no,unknown,no,cellular,2,999,no
33022,42,blue-collar,married,basic.4y,no,unknown,no,cellular,2,999,no
7021,34,management,married,university.degree,no,unknown,no,telephone,3,999,no
24690,52,management,married,university.degree,no,no,no,telephone,3,999,no
14705,38,admin.,divorced,university.degree,no,unknown,no,cellular,8,999,no
29540,36,technician,married,high.school,no,unknown,yes,cellular,1,999,no
460,40,blue-collar,married,basic.6y,no,unknown,yes,telephone,1,999,no
25227,54,admin.,divorced,university.degree,no,yes,yes,cellular,2,999,no
32803,32,technician,married,high.school,no,unknown,no,cellular,3,999,no
3083,32,admin.,single,basic.9y,unknown,no,no,telephone,3,999,no
27396,32,admin.,single,university.degree,no,unknown,no,cellular,1,999,no
22021,47,technician,married,professional.course,no,unknown,no,cellular,3,999,no
15869,56,blue-collar,married,unknown,unknown,unknown,no,cellular,1,999,no
6798,25,technician,single,professional.course,no,yes,no,telephone,2,999,no
21542,35,entrepreneur,divorced,professional.course,unknown,unknown,unknown,cellular,3,999,yes
3509,37,technician,married,professional.course,no,unknown,no,telephone,2,999,no
20746,57,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,999,no
24673,36,services,married,high.school,no,no,no,cellular,2,999,no
24542,54,housemaid,single,basic.9y,unknown,unknown,no,cellular,1,999,no
11901,39,admin.,married,high.school,no,yes,unknown,telephone,19,999,no
13372,38,blue-collar,single,university.degree,no,unknown,no,cellular,1,999,no
3354,34,admin.,divorced,basic.9y,no,unknown,no,telephone,2,999,no
32706,42,management,married,university.degree,no,unknown,no,cellular,1,999,no
7493,46,blue-collar,divorced,basic.4y,no,unknown,no,telephone,3,999,no
25286,31,technician,single,university.degree,no,no,no,cellular,1,999,no
1150,59,retired,married,university.degree,no,unknown,no,telephone,6,999,no
12598,29,services,single,high.school,no,unknown,no,cellular,4,999,no
1386,56,blue-collar,married,basic.4y,unknown,no,no,telephone,2,999,no
5964,41,services,married,university.degree,no,unknown,no,telephone,2,999,no
22901,53,blue-collar,married,basic.6y,no,unknown,no,cellular,5,999,no
13034,48,technician,divorced,professional.course,no,unknown,unknown,telephone,5,999,no
22603,55,blue-collar,married,basic.9y,unknown,no,no,cellular,6,999,no
24302,46,technician,married,professional.course,no,unknown,no,cellular,1,999,no
8930,42,blue-collar,married,basic.4y,no,unknown,no,telephone,2,999,no
17913,57,admin.,divorced,university.degree,unknown,unknown,no,telephone,4,999,no
10670,25,unemployed,single,high.school,unknown,unknown,unknown,telephone,3,999,no
36397,32,admin.,single,university.degree,no,unknown,no,cellular,1,999,no
9009,31,entrepreneur,married,university.degree,no,yes,no,telephone,2,999,no
19641,38,services,single,high.school,no,unknown,no,cellular,3,999,no
24935,49,management,married,university.degree,no,no,no,cellular,1,999,no
22708,32,admin.,single,university.degree,no,no,no,cellular,1,999,no
9655,36,admin.,married,university.degree,no,unknown,no,telephone,1,999,no
26657,33,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,999,no
5071,42,management,married,university.degree,no,unknown,no,telephone,1,999,no
16826,53,entrepreneur,married,university.degree,no,yes,unknown,cellular,1,999,no
8325,49,management,divorced,university.degree,unknown,yes,unknown,telephone,3,999,no
21946,48,blue-collar,married,basic.9y,no,no,unknown,cellular,2,999,no
26571,42,services,married,basic.6y,no,no,unknown,cellular,7,999,no
13121,29,admin.,single,high.school,no,unknown,no,cellular,1,999,no
18651,48,technician,married,professional.course,unknown,unknown,yes,telephone,6,999,no
25218,39,admin.,married,university.degree,no,unknown,no,cellular,2,999,no
6778,43,technician,single,professional.course,no,yes,no,telephone,3,999,no
23437,56,retired,married,basic.6y,unknown,unknown,no,cellular,4,999,no
17964,31,blue-collar,single,professional.course,no,unknown,no,cellular,8,999,no
7652,30,blue-collar,single,basic.9y,unknown,unknown,no,telephone,18,999,no
29160,35,services,married,high.school,no,yes,no,cellular,1,999,no
38371,30,services,single,high.school,no,unknown,no,cellular,1,999,no
3512,43,management,married,professional.course,no,unknown,unknown,telephone,5,999,no
5490,35,blue-collar,married,high.school,no,unknown,no,telephone,1,999,no
19109,31,technician,single,professional.course,no,unknown,no,cellular,1,999,yes
23827,29,admin.,single,university.degree,no,unknown,no,cellular,1,999,no
24762,47,unemployed,married,high.school,no,unknown,no,cellular,1,999,no
29315,35,admin.,single,university.degree,no,yes,no,cellular,2,999,no
3120,37,blue-collar,married,basic.9y,no,yes,yes,telephone,1,999,no
14614,41,technician,married,university.degree,no,no,no,cellular,2,999,no
38120,60,retired,divorced,professional.course,no,unknown,no,cellular,1,999,no
18464,33,technician,single,professional.course,no,unknown,no,cellular,3,999,no
8238,31,blue-collar,single,high.school,no,yes,yes,telephone,1,999,no
1144,42,technician,married,professional.course,no,unknown,no,telephone,3,999,no
2321,42,housemaid,married,high.school,unknown,unknown,no,telephone,1,999,no
37437,41,services,married,high.school,no,unknown,unknown,cellular,1,999,no
10505,39,blue-collar,married,basic.9y,no,unknown,yes,telephone,1,999,no
3123,35,technician,single,professional.course,no,yes,unknown,telephone,1,999,no
15673,49,management,married,university.degree,no,unknown,no,cellular,1,999,no
18534,39,services,married,high.school,no,unknown,no,cellular,2,999,no
6426,32,management,married,university.degree,no,yes,no,telephone,8,999,no
21727,43,management,married,university.degree,no,no,no,cellular,3,999,no
6577,53,technician,divorced,university.degree,no,unknown,no,telephone,1,999,no
28233,35,unemployed,divorced,university.degree,no,yes,yes,cellular,1,999,no
4307,42,technician,married,basic.9y,no,no,no,telephone,1,999,no
32731,29,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,yes
33415,35,technician,single,university.degree,no,unknown,unknown,cellular,6,999,no
23970,38,admin.,married,university.degree,no,unknown,no,telephone,1,999,no
24805,32,admin.,single,university.degree,no,unknown,no,cellular,1,999,no
914,35,admin.,single,high.school,no,unknown,no,telephone,1,999,no
9642,39,self-employed,married,basic.9y,unknown,unknown,no,telephone,1,999,no
896,44,admin.,married,high.school,no,yes,no,telephone,1,999,no
9129,57,management,divorced,university.degree,no,unknown,no,telephone,1,999,no
33881,42,technician,divorced,high.school,no,unknown,no,cellular,2,999,no
674,46,admin.,married,high.school,no,no,yes,telephone,2,999,no
1831,39,admin.,married,university.degree,no,yes,no,telephone,1,999,no
22819,45,housemaid,married,basic.4y,unknown,unknown,no,cellular,14,999,no
30661,48,services,married,basic.4y,no,no,no,cellular,5,999,no
6595,43,housemaid,married,basic.4y,unknown,yes,yes,telephone,1,999,no
26576,50,retired,divorced,high.school,no,unknown,no,cellular,1,999,yes
28823,47,entrepreneur,married,university.degree,no,unknown,no,cellular,2,999,no
21945,32,admin.,single,university.degree,no,unknown,yes,cellular,2,999,no
12519,42,self-employed,divorced,university.degree,unknown,yes,no,cellular,3,999,no
10856,51,unemployed,divorced,university.degree,unknown,unknown,yes,telephone,2,999,no
36779,44,blue-collar,married,professional.course,no,yes,no,cellular,3,3,no
13947,30,admin.,married,university.degree,no,unknown,unknown,telephone,2,999,no
437,46,housemaid,married,basic.9y,no,yes,unknown,telephone,1,999,no
26552,50,unemployed,unknown,basic.9y,no,yes,yes,cellular,1,999,no
31294,51,entrepreneur,single,basic.9y,no,unknown,no,cellular,1,999,no
39542,52,admin.,married,unknown,no,unknown,unknown,cellular,2,999,yes
18388,32,admin.,divorced,high.school,no,unknown,unknown,cellular,4,999,no
38712,61,management,married,university.degree,no,yes,no,cellular,1,7,yes
1275,38,entrepreneur,married,basic.6y,no,unknown,no,telephone,1,999,no
40582,44,blue-collar,married,basic.6y,no,yes,no,telephone,1,999,no
13377,32,self-employed,single,university.degree,no,unknown,no,cellular,1,999,no
24637,35,management,married,professional.course,no,unknown,no,cellular,3,999,no
38668,29,management,married,university.degree,no,unknown,no,cellular,1,9,no
32482,30,services,single,high.school,unknown,unknown,no,cellular,2,999,no
28614,30,admin.,married,university.degree,no,unknown,no,cellular,3,999,no
39395,60,housemaid,married,basic.4y,no,unknown,yes,cellular,1,12,yes
27782,32,management,single,university.degree,no,unknown,no,cellular,1,999,yes
105,52,admin.,divorced,university.degree,no,unknown,no,telephone,1,999,no
34177,42,blue-collar,divorced,basic.6y,no,yes,no,cellular,2,999,no
10164,44,management,married,high.school,no,yes,no,telephone,3,999,no
4826,38,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,999,no
25876,33,management,married,university.degree,no,unknown,no,cellular,2,999,no
26645,36,unemployed,single,basic.9y,no,unknown,no,cellular,4,999,no
4973,52,management,divorced,university.degree,no,unknown,no,telephone,2,999,no
37208,76,retired,married,basic.4y,no,unknown,no,cellular,2,999,yes
28965,38,technician,single,university.degree,no,yes,no,cellular,1,999,no
21586,40,admin.,married,high.school,no,unknown,unknown,cellular,1,999,no
14308,47,retired,single,basic.6y,unknown,unknown,no,cellular,5,999,no
15160,26,admin.,single,university.degree,no,yes,yes,cellular,1,999,no
22127,44,blue-collar,married,basic.4y,unknown,unknown,yes,cellular,1,999,no
32639,30,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,yes
11936,32,admin.,single,university.degree,no,unknown,no,telephone,2,999,no
38184,71,retired,married,basic.9y,no,unknown,no,cellular,2,999,no
