Client ID,Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days,Subscription Status,WasContactedBefore,PreviouslyContacted,Age Group
19832,50,blue-collar,married,basic.4y,unknown,unknown,no,cellular,1,999,no,0,0,46–55
10798,59,admin.,married,university.degree,no,yes,no,telephone,2,999,no,0,0,56–65
9683,29,self-employed,married,high.school,no,unknown,no,telephone,6,999,no,0,0,26–35
8112,57,housemaid,married,professional.course,no,unknown,yes,telephone,3,999,no,0,0,56–65
19373,37,admin.,married,university.degree,no,unknown,no,cellular,1,999,yes,0,0,36–45
8478,35,entrepreneur,married,university.degree,no,no,no,telephone,1,999,no,0,0,36–45
37713,62,admin.,married,university.degree,no,no,no,cellular,1,999,no,0,0,56–65
32257,45,services,single,high.school,no,unknown,no,cellular,2,999,no,0,0,46–55
22176,48,services,married,high.school,unknown,no,no,cellular,1,999,no,0,0,46–55
10278,40,technician,married,professional.course,no,unknown,no,telephone,6,999,no,0,0,36–45
9787,26,admin.,married,high.school,unknown,yes,unknown,telephone,5,999,no,0,0,26–35
28176,51,admin.,divorced,professional.course,no,unknown,yes,cellular,3,999,no,0,0,46–55
9791,37,management,single,university.degree,no,unknown,no,telephone,3,999,no,0,0,36–45
28872,31,student,single,unknown,unknown,no,yes,cellular,1,999,no,0,0,26–35
33827,38,self-employed,married,basic.9y,no,no,yes,cellular,2,999,no,0,0,36–45
10841,29,technician,single,high.school,no,unknown,no,telephone,3,999,no,0,0,26–35
30987,34,admin.,married,university.degree,no,yes,no,cellular,2,999,no,0,0,26–35
13033,30,admin.,married,university.degree,no,unknown,yes,telephone,2,999,no,0,0,26–35
10922,27,technician,married,university.degree,no,yes,yes,telephone,10,999,no,0,0,26–35
5224,47,management,married,university.degree,no,unknown,yes,telephone,1,999,no,0,0,46–55
26511,44,blue-collar,married,basic.4y,no,no,unknown,cellular,1,999,no,0,0,36–45
37274,52,admin.,married,university.degree,no,no,no,cellular,1,999,no,0,0,46–55
15189,25,blue-collar,married,basic.4y,no,unknown,no,cellular,2,999,no,0,0,26–35
30478,25,technician,unknown,university.degree,no,unknown,no,cellular,2,999,no,0,0,26–35
19335,47,admin.,married,high.school,unknown,unknown,no,cellular,2,999,no,0,0,46–55
27867,68,retired,married,university.degree,no,unknown,no,cellular,1,999,yes,0,0,66+
25194,33,technician,married,professional.course,no,unknown,no,cellular,2,999,no,0,0,26–35
26196,53,blue-collar,married,basic.9y,unknown,unknown,no,cellular,2,999,no,0,0,46–55
24276,49,technician,married,professional.course,no,yes,no,cellular,1,999,no,0,0,46–55
30466,35,services,married,basic.6y,no,unknown,no,cellular,1,999,no,0,0,36–45
17126,53,retired,married,high.school,no,no,no,cellular,2,999,no,0,0,46–55
5199,47,management,married,basic.4y,unknown,no,no,telephone,2,999,no,0,0,46–55
11913,35,student,single,university.degree,unknown,unknown,no,telephone,3,999,no,0,0,36–45
5684,31,admin.,married,high.school,unknown,unknown,yes,telephone,5,999,no,0,0,26–35
7113,44,blue-collar,married,basic.9y,no,yes,no,telephone,2,999,no,0,0,36–45
40939,51,housemaid,married,basic.4y,no,unknown,no,cellular,2,999,no,0,0,46–55
32385,25,admin.,single,high.school,no,yes,no,cellular,6,999,no,0,0,26–35
24641,43,admin.,single,university.degree,no,unknown,unknown,cellular,2,999,no,0,0,36–45
5012,49,admin.,divorced,high.school,no,yes,no,telephone,3,999,no,0,0,46–55
3228,33,technician,married,professional.course,no,no,no,telephone,4,999,no,0,0,26–35
8038,52,blue-collar,married,basic.4y,no,yes,no,telephone,3,999,no,0,0,46–55
8976,45,unknown,married,unknown,unknown,no,yes,telephone,1,999,no,0,0,46–55
16907,55,services,divorced,high.school,no,no,no,cellular,1,999,no,0,0,56–65
5504,43,services,married,high.school,no,yes,no,telephone,1,999,no,0,0,36–45
21319,31,technician,single,professional.course,no,unknown,unknown,cellular,7,999,no,0,0,26–35
26783,31,admin.,married,university.degree,unknown,unknown,no,cellular,1,999,no,0,0,26–35
11934,56,technician,married,unknown,no,unknown,yes,telephone,4,999,yes,0,0,56–65
33796,53,management,married,university.degree,no,no,no,cellular,2,999,no,0,0,46–55
476,44,blue-collar,married,basic.9y,unknown,unknown,no,telephone,1,999,no,0,0,36–45
25517,30,management,single,university.degree,no,no,no,cellular,1,999,no,0,0,26–35
22818,58,admin.,divorced,university.degree,unknown,unknown,no,cellular,2,999,no,0,0,56–65
35218,32,blue-collar,married,professional.course,no,yes,no,cellular,2,999,no,0,0,26–35
32112,60,management,married,basic.4y,unknown,no,no,cellular,2,999,no,0,0,56–65
23803,38,technician,married,professional.course,no,unknown,no,cellular,3,999,no,0,0,36–45
929,31,blue-collar,married,basic.9y,no,yes,yes,telephone,2,999,no,0,0,26–35
12760,42,unemployed,married,university.degree,unknown,unknown,no,cellular,1,999,no,0,0,36–45
7517,53,self-employed,married,university.degree,no,no,no,telephone,2,999,no,0,0,46–55
20637,58,admin.,married,university.degree,no,no,no,cellular,1,999,no,0,0,56–65
22863,56,technician,married,university.degree,no,no,no,cellular,2,999,no,0,0,56–65
29564,42,services,married,high.school,no,yes,no,cellular,1,999,no,0,0,36–45
12472,39,unemployed,married,high.school,no,unknown,no,cellular,7,999,no,0,0,36–45
18874,60,retired,married,university.degree,unknown,unknown,unknown,cellular,1,999,no,0,0,56–65
30193,46,technician,married,unknown,no,unknown,no,cellular,1,999,no,0,0,46–55
19306,48,unknown,married,unknown,no,unknown,no,cellular,3,999,no,0,0,46–55
25387,36,blue-collar,married,basic.6y,no,unknown,no,cellular,1,999,no,0,0,36–45
14808,34,admin.,married,high.school,no,yes,yes,cellular,8,999,no,0,0,26–35
35344,32,blue-collar,married,basic.9y,no,yes,unknown,cellular,11,999,no,0,0,26–35
23802,38,management,divorced,university.degree,no,unknown,no,telephone,1,999,no,0,0,36–45
22397,55,retired,married,professional.course,no,yes,no,cellular,1,999,no,0,0,56–65
23180,59,housemaid,married,unknown,unknown,unknown,no,cellular,2,999,no,0,0,56–65
458,48,unemployed,single,basic.4y,no,yes,no,telephone,1,999,no,0,0,46–55
27372,57,admin.,divorced,university.degree,unknown,no,yes,cellular,1,999,no,0,0,56–65
27912,68,retired,married,basic.4y,no,unknown,no,cellular,4,999,yes,0,0,66+
18598,39,admin.,single,unknown,no,no,unknown,cellular,10,999,no,0,0,36–45
5122,46,services,married,high.school,no,unknown,no,telephone,1,999,no,0,0,46–55
37178,59,housemaid,married,basic.4y,no,yes,no,cellular,6,999,no,0,0,56–65
1639,39,unemployed,single,basic.9y,unknown,yes,no,telephone,1,999,no,0,0,36–45
25719,54,technician,married,basic.9y,no,no,no,cellular,3,999,no,0,0,46–55
23845,39,technician,divorced,high.school,no,yes,no,cellular,1,999,no,0,0,36–45
20387,51,technician,married,professional.course,no,unknown,no,cellular,4,999,no,0,0,46–55
20233,36,admin.,married,university.degree,no,yes,yes,cellular,3,999,no,0,0,36–45
8411,42,admin.,married,unknown,unknown,no,no,telephone,21,999,no,0,0,36–45
1220,40,technician,married,university.degree,unknown,no,no,telephone,2,999,no,0,0,36–45
3844,33,self-employed,single,university.degree,no,yes,no,telephone,2,999,no,0,0,26–35
3706,30,technician,married,university.degree,no,unknown,no,telephone,8,999,no,0,0,26–35
3389,47,technician,married,professional.course,no,unknown,unknown,telephone,1,999,no,0,0,46–55
6362,28,admin.,single,high.school,no,no,no,telephone,2,999,no,0,0,26–35
7733,57,management,married,university.degree,unknown,unknown,unknown,telephone,3,999,no,0,0,56–65
26255,32,admin.,single,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
20886,34,admin.,married,university.degree,no,unknown,unknown,cellular,1,999,no,0,0,26–35
9164,50,services,married,unknown,unknown,unknown,no,telephone,5,999,no,0,0,46–55
22698,53,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,no,0,0,46–55
17192,54,technician,married,professional.course,no,unknown,no,telephone,1,999,no,0,0,46–55
29835,34,admin.,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,26–35
36786,59,retired,married,basic.4y,no,yes,no,telephone,4,999,no,0,0,56–65
14281,36,admin.,single,high.school,unknown,unknown,yes,cellular,5,999,no,0,0,36–45
21081,54,self-employed,married,high.school,no,yes,no,cellular,3,999,no,0,0,46–55
33601,34,blue-collar,married,basic.4y,no,no,yes,telephone,2,999,no,0,0,26–35
9352,39,management,married,university.degree,no,unknown,no,telephone,1,999,no,0,0,36–45
34424,30,student,unknown,basic.9y,no,unknown,no,cellular,1,999,no,0,0,26–35
2291,48,unknown,married,basic.4y,unknown,no,no,telephone,1,999,no,0,0,46–55
22447,45,blue-collar,married,basic.9y,no,unknown,yes,cellular,1,999,no,0,0,46–55
8603,35,student,single,high.school,no,no,no,telephone,4,999,no,0,0,36–45
6840,41,management,married,university.degree,no,unknown,no,telephone,7,999,no,0,0,36–45
39772,31,unknown,single,high.school,no,unknown,yes,telephone,1,2,no,1,2,26–35
3029,47,services,divorced,high.school,no,yes,no,telephone,2,999,no,0,0,46–55
7975,28,admin.,married,university.degree,no,unknown,no,telephone,2,999,no,0,0,26–35
7403,34,services,married,high.school,no,unknown,no,telephone,1,999,no,0,0,26–35
38512,33,services,single,high.school,no,yes,no,cellular,2,999,no,0,0,26–35
10154,44,management,divorced,university.degree,no,yes,unknown,telephone,3,999,no,0,0,36–45
34719,29,admin.,single,high.school,no,unknown,no,cellular,2,999,yes,0,0,26–35
8619,29,admin.,single,university.degree,no,no,unknown,telephone,1,999,no,0,0,26–35
5,56,services,married,high.school,no,unknown,yes,telephone,1,999,no,0,0,56–65
35804,32,admin.,married,university.degree,no,yes,no,cellular,2,999,no,0,0,26–35
5866,28,blue-collar,single,high.school,unknown,yes,no,telephone,7,999,no,0,0,26–35
19443,42,technician,married,professional.course,no,unknown,no,cellular,2,999,no,0,0,36–45
1669,45,admin.,married,basic.9y,unknown,unknown,no,telephone,1,999,no,0,0,46–55
28444,41,technician,married,high.school,no,unknown,yes,cellular,2,999,no,0,0,36–45
6428,38,technician,single,high.school,no,unknown,no,telephone,1,999,no,0,0,36–45
28858,55,management,married,basic.4y,unknown,unknown,no,cellular,2,999,no,0,0,56–65
19388,47,management,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,46–55
20067,34,admin.,single,university.degree,no,yes,no,cellular,1,999,no,0,0,26–35
22286,32,technician,married,university.degree,no,unknown,no,cellular,4,999,no,0,0,26–35
35683,43,blue-collar,married,basic.4y,no,unknown,no,cellular,2,999,no,0,0,36–45
32135,45,technician,divorced,university.degree,unknown,unknown,no,cellular,1,999,yes,0,0,46–55
27557,47,management,married,high.school,no,unknown,yes,cellular,3,999,no,0,0,46–55
18852,53,management,married,university.degree,no,yes,unknown,cellular,1,999,no,0,0,46–55
5160,47,blue-collar,divorced,basic.4y,no,no,no,telephone,1,999,no,0,0,46–55
912,40,blue-collar,married,basic.4y,no,unknown,no,telephone,1,999,no,0,0,36–45
13071,24,student,single,high.school,unknown,unknown,no,cellular,1,999,no,0,0,1–25
22461,49,unemployed,married,high.school,unknown,unknown,no,cellular,2,999,no,0,0,46–55
37535,33,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
33604,53,self-employed,married,basic.9y,no,yes,no,cellular,4,999,no,0,0,46–55
9420,32,blue-collar,married,basic.9y,no,unknown,no,telephone,2,999,no,0,0,26–35
14757,34,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
20384,29,technician,single,professional.course,no,no,no,cellular,2,999,no,0,0,26–35
30725,49,blue-collar,married,professional.course,no,yes,yes,cellular,1,999,no,0,0,46–55
2506,53,technician,married,professional.course,no,no,no,telephone,1,999,no,0,0,46–55
33034,31,technician,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,26–35
33982,56,housemaid,married,basic.4y,unknown,unknown,no,cellular,1,999,no,0,0,56–65
20286,34,admin.,single,university.degree,no,unknown,yes,cellular,3,999,no,0,0,26–35
773,41,management,married,unknown,unknown,yes,no,telephone,2,999,no,0,0,36–45
38563,48,technician,married,high.school,no,unknown,no,cellular,1,999,yes,0,0,46–55
31103,41,entrepreneur,married,basic.4y,no,unknown,yes,cellular,1,999,yes,0,0,36–45
22629,42,entrepreneur,married,high.school,no,unknown,no,cellular,3,999,no,0,0,36–45
20744,32,technician,married,university.degree,no,yes,yes,cellular,3,999,no,0,0,26–35
6395,32,blue-collar,married,basic.9y,no,unknown,no,telephone,8,999,no,0,0,26–35
28629,63,retired,married,unknown,no,yes,no,cellular,4,999,yes,0,0,56–65
33776,34,housemaid,single,high.school,no,no,unknown,cellular,1,999,yes,0,0,26–35
18514,56,technician,divorced,university.degree,unknown,yes,no,cellular,1,999,no,0,0,56–65
14404,33,blue-collar,married,high.school,no,unknown,no,cellular,3,999,no,0,0,26–35
34493,30,admin.,married,basic.6y,no,unknown,no,cellular,1,999,no,0,0,26–35
22947,53,management,married,university.degree,no,no,no,cellular,4,999,no,0,0,46–55
278,55,blue-collar,married,basic.4y,unknown,unknown,no,telephone,2,999,no,0,0,56–65
32742,30,services,single,high.school,no,unknown,yes,cellular,1,999,no,0,0,26–35
22318,45,technician,married,professional.course,unknown,unknown,yes,cellular,5,999,no,0,0,46–55
27135,29,entrepreneur,married,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
32136,37,technician,married,professional.course,no,unknown,unknown,cellular,1,999,no,0,0,36–45
20522,53,admin.,married,basic.9y,no,yes,no,cellular,1,999,no,0,0,46–55
22063,52,admin.,single,university.degree,unknown,unknown,unknown,cellular,3,999,no,0,0,46–55
2280,43,admin.,married,high.school,no,unknown,unknown,telephone,3,999,no,0,0,36–45
1913,57,entrepreneur,married,high.school,unknown,unknown,no,telephone,2,999,no,0,0,56–65
37500,32,services,married,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
27930,28,admin.,single,high.school,no,no,yes,cellular,2,999,no,0,0,26–35
38604,34,admin.,single,high.school,no,unknown,no,cellular,2,999,yes,0,0,26–35
5752,31,admin.,single,university.degree,no,unknown,yes,telephone,1,999,no,0,0,26–35
24306,31,self-employed,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
22122,51,technician,married,professional.course,no,unknown,unknown,cellular,3,999,no,0,0,46–55
20729,56,admin.,married,university.degree,unknown,yes,no,cellular,2,999,no,0,0,56–65
7337,44,blue-collar,married,high.school,no,yes,unknown,telephone,1,999,no,0,0,36–45
6194,22,admin.,married,high.school,no,unknown,no,telephone,2,999,no,0,0,1–25
19851,50,services,married,basic.4y,no,no,no,cellular,1,999,no,0,0,46–55
20380,56,retired,married,high.school,no,unknown,unknown,cellular,1,999,no,0,0,56–65
27480,30,admin.,single,university.degree,no,yes,yes,telephone,1,999,no,0,0,26–35
4057,55,admin.,married,university.degree,no,unknown,no,telephone,14,999,no,0,0,56–65
19873,54,self-employed,married,professional.course,no,unknown,no,cellular,1,999,no,0,0,46–55
18114,39,admin.,married,university.degree,unknown,unknown,no,telephone,4,999,no,0,0,36–45
30492,31,student,single,unknown,no,unknown,yes,cellular,2,999,no,0,0,26–35
29822,25,admin.,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
24517,39,blue-collar,single,basic.9y,no,unknown,no,cellular,2,999,no,0,0,36–45
4286,46,blue-collar,married,basic.6y,no,unknown,no,telephone,1,999,no,0,0,46–55
1147,43,admin.,divorced,high.school,no,unknown,no,telephone,3,999,no,0,0,36–45
23499,57,management,married,university.degree,no,unknown,no,cellular,11,999,no,0,0,56–65
21392,37,management,married,university.degree,no,unknown,unknown,cellular,1,999,no,0,0,36–45
21350,50,blue-collar,married,basic.4y,no,unknown,no,cellular,5,999,no,0,0,46–55
5875,34,admin.,married,university.degree,no,unknown,yes,telephone,6,999,no,0,0,26–35
20950,31,admin.,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
13327,34,technician,married,professional.course,no,unknown,no,cellular,5,999,no,0,0,26–35
36037,55,entrepreneur,married,professional.course,no,unknown,no,cellular,2,999,no,0,0,56–65
36974,29,technician,married,professional.course,no,unknown,no,cellular,2,999,no,0,0,26–35
25348,35,admin.,married,university.degree,no,unknown,yes,telephone,4,999,no,0,0,36–45
38263,33,unemployed,married,high.school,no,no,yes,cellular,1,999,no,0,0,26–35
262,27,blue-collar,single,basic.6y,no,unknown,unknown,telephone,1,999,no,0,0,26–35
2146,53,retired,divorced,basic.4y,no,unknown,no,telephone,1,999,no,0,0,46–55
32551,28,unemployed,married,basic.9y,no,yes,no,cellular,1,999,no,0,0,26–35
35232,45,entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,2,999,no,0,0,46–55
7760,46,blue-collar,married,basic.4y,unknown,unknown,yes,telephone,8,999,no,0,0,46–55
8597,31,blue-collar,single,basic.9y,no,unknown,no,telephone,2,999,yes,0,0,26–35
28184,43,blue-collar,married,basic.9y,unknown,yes,yes,cellular,1,999,no,0,0,36–45
10222,46,admin.,married,professional.course,no,unknown,no,telephone,2,999,no,0,0,46–55
26572,29,management,married,university.degree,no,yes,no,cellular,1,999,no,0,0,26–35
40510,31,admin.,single,university.degree,no,unknown,unknown,cellular,3,999,yes,0,0,26–35
9393,36,blue-collar,married,high.school,no,unknown,yes,telephone,3,999,no,0,0,36–45
35529,33,unemployed,married,basic.4y,no,unknown,no,cellular,1,999,no,0,0,26–35
2508,48,self-employed,married,basic.9y,unknown,yes,no,telephone,2,999,no,0,0,46–55
28353,29,admin.,single,university.degree,no,unknown,no,cellular,2,999,yes,0,0,26–35
22147,47,admin.,single,university.degree,no,unknown,no,cellular,1,999,no,0,0,46–55
19806,36,blue-collar,married,professional.course,no,unknown,no,cellular,1,999,no,0,0,36–45
25392,43,housemaid,single,basic.9y,no,no,no,cellular,1,999,no,0,0,36–45
12161,38,blue-collar,married,basic.4y,no,no,no,telephone,1,999,no,0,0,36–45
16421,30,admin.,single,high.school,no,yes,no,cellular,1,999,no,0,0,26–35
17823,35,admin.,married,professional.course,no,no,no,cellular,2,999,no,0,0,36–45
34638,40,technician,single,professional.course,unknown,unknown,no,cellular,3,999,no,0,0,36–45
18189,29,services,single,high.school,no,unknown,no,cellular,3,999,no,0,0,26–35
11763,31,entrepreneur,married,professional.course,no,unknown,no,telephone,2,999,no,0,0,26–35
38308,44,admin.,divorced,high.school,no,no,no,cellular,1,999,no,0,0,36–45
9170,50,technician,married,professional.course,no,unknown,yes,telephone,1,999,no,0,0,46–55
35857,83,retired,married,basic.9y,no,unknown,yes,cellular,1,3,no,1,3,66+
7580,39,management,married,basic.9y,no,yes,no,telephone,1,999,no,0,0,36–45
20836,50,technician,single,university.degree,no,unknown,no,cellular,5,999,no,0,0,46–55
39106,39,unemployed,single,university.degree,no,unknown,no,cellular,1,6,yes,1,6,36–45
2731,57,blue-collar,divorced,professional.course,no,unknown,no,telephone,1,999,no,0,0,56–65
18479,43,admin.,married,unknown,no,yes,no,cellular,1,999,no,0,0,36–45
29011,44,blue-collar,married,basic.9y,unknown,unknown,yes,cellular,1,999,no,0,0,36–45
20987,39,admin.,divorced,university.degree,no,unknown,yes,cellular,1,999,no,0,0,36–45
21277,41,technician,married,high.school,no,unknown,yes,telephone,1,999,no,0,0,36–45
35104,37,unemployed,married,university.degree,no,yes,no,telephone,2,999,no,0,0,36–45
22189,56,retired,married,basic.4y,unknown,unknown,no,cellular,1,999,no,0,0,56–65
6574,56,technician,married,basic.4y,unknown,no,yes,telephone,1,999,no,0,0,56–65
33438,29,services,married,high.school,no,unknown,yes,cellular,1,999,no,0,0,26–35
18974,33,technician,divorced,professional.course,no,unknown,no,cellular,2,999,no,0,0,26–35
2623,31,services,single,high.school,no,unknown,no,telephone,2,999,no,0,0,26–35
19899,36,admin.,married,university.degree,no,yes,no,cellular,1,999,no,0,0,36–45
1802,51,technician,married,professional.course,no,no,no,telephone,1,999,no,0,0,46–55
12956,43,technician,single,professional.course,no,yes,no,cellular,3,999,no,0,0,36–45
7610,35,blue-collar,married,basic.9y,no,yes,no,telephone,2,999,no,0,0,36–45
7407,28,services,married,unknown,no,unknown,yes,telephone,1,999,no,0,0,26–35
38745,72,retired,divorced,basic.6y,no,yes,no,cellular,1,999,yes,0,0,66+
34492,46,blue-collar,married,basic.4y,no,unknown,no,cellular,1,999,no,0,0,46–55
5226,39,management,married,university.degree,no,unknown,unknown,telephone,1,999,no,0,0,36–45
10889,51,blue-collar,divorced,unknown,unknown,no,no,telephone,1,999,no,0,0,46–55
8421,60,retired,single,high.school,no,no,no,telephone,4,999,no,0,0,56–65
5031,36,technician,married,professional.course,no,unknown,no,telephone,10,999,no,0,0,36–45
1286,27,housemaid,married,basic.9y,no,unknown,no,telephone,1,999,no,0,0,26–35
20010,35,admin.,married,university.degree,no,yes,no,cellular,2,999,no,0,0,36–45
3244,39,admin.,single,high.school,unknown,unknown,no,telephone,2,999,no,0,0,36–45
7295,39,blue-collar,married,basic.4y,no,unknown,yes,telephone,4,999,no,0,0,36–45
6671,33,blue-collar,single,basic.9y,no,unknown,no,telephone,2,999,no,0,0,26–35
1902,50,retired,married,basic.4y,unknown,yes,unknown,telephone,2,999,no,0,0,46–55
35425,41,admin.,single,high.school,no,unknown,no,cellular,4,999,yes,0,0,36–45
517,42,housemaid,single,basic.4y,unknown,yes,no,telephone,1,999,no,0,0,36–45
3109,41,blue-collar,married,basic.6y,no,unknown,no,telephone,1,999,no,0,0,36–45
1417,53,retired,married,basic.6y,unknown,unknown,unknown,telephone,5,999,no,0,0,46–55
15896,33,services,married,high.school,no,no,no,cellular,2,999,yes,0,0,26–35
36598,25,services,single,high.school,no,yes,no,cellular,1,999,yes,0,0,26–35
28005,63,retired,married,professional.course,no,no,no,telephone,3,999,no,0,0,56–65
986,46,admin.,divorced,university.degree,unknown,unknown,no,telephone,1,999,no,0,0,46–55
15739,32,admin.,married,high.school,no,yes,no,telephone,1,999,no,0,0,26–35
36458,25,blue-collar,single,professional.course,no,unknown,no,cellular,2,3,yes,1,3,26–35
23126,50,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,999,no,0,0,46–55
28531,70,retired,married,basic.4y,no,yes,no,cellular,2,999,yes,0,0,66+
8669,32,blue-collar,married,basic.4y,no,no,no,telephone,5,999,no,0,0,26–35
24964,31,student,single,high.school,no,unknown,yes,cellular,1,999,no,0,0,26–35
26874,30,admin.,single,high.school,no,unknown,no,cellular,4,999,no,0,0,26–35
40465,31,services,single,high.school,no,unknown,no,telephone,1,999,no,0,0,26–35
567,49,blue-collar,married,high.school,unknown,unknown,no,telephone,1,999,no,0,0,46–55
18047,45,admin.,single,professional.course,no,unknown,no,cellular,1,999,no,0,0,46–55
30657,40,admin.,single,high.school,no,yes,no,cellular,3,999,no,0,0,36–45
16615,43,management,married,unknown,no,yes,no,cellular,2,999,no,0,0,36–45
8511,31,technician,married,professional.course,no,yes,no,telephone,2,999,no,0,0,26–35
9382,49,blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,999,no,0,0,46–55
17793,50,technician,single,basic.4y,unknown,unknown,no,cellular,5,999,no,0,0,46–55
28448,30,admin.,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
29635,37,technician,single,professional.course,no,unknown,no,cellular,1,999,no,0,0,36–45
39294,33,technician,single,professional.course,no,unknown,no,telephone,2,999,no,0,0,26–35
21994,30,technician,married,university.degree,no,unknown,yes,cellular,1,999,no,0,0,26–35
38307,30,self-employed,single,high.school,no,unknown,no,telephone,1,999,no,0,0,26–35
4950,39,technician,married,professional.course,no,unknown,unknown,telephone,2,999,no,0,0,36–45
38097,49,unemployed,married,high.school,no,unknown,no,cellular,1,999,yes,0,0,46–55
18337,49,technician,married,basic.9y,unknown,yes,no,cellular,2,999,no,0,0,46–55
12901,34,self-employed,divorced,professional.course,unknown,no,no,cellular,1,999,no,0,0,26–35
12612,38,housemaid,single,basic.4y,unknown,no,unknown,cellular,5,999,no,0,0,36–45
37223,34,admin.,married,university.degree,no,unknown,no,cellular,1,999,no,0,0,26–35
12709,40,services,married,high.school,no,yes,no,telephone,3,999,no,0,0,36–45
35309,29,technician,single,university.degree,no,yes,unknown,cellular,2,999,no,0,0,26–35
36847,25,admin.,single,professional.course,no,unknown,no,cellular,2,999,no,0,0,26–35
26042,30,technician,single,professional.course,no,unknown,no,cellular,2,999,yes,0,0,26–35
11645,46,admin.,married,high.school,no,no,no,telephone,2,999,no,0,0,46–55
25071,50,management,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,46–55
17373,59,retired,married,university.degree,no,unknown,unknown,cellular,7,999,yes,0,0,56–65
2497,33,blue-collar,married,basic.9y,no,no,no,telephone,3,999,no,0,0,26–35
36438,37,admin.,married,high.school,no,unknown,unknown,cellular,2,999,no,0,0,36–45
40199,56,technician,married,professional.course,no,unknown,no,cellular,2,999,yes,0,0,56–65
27839,70,retired,married,basic.4y,no,unknown,no,cellular,3,999,no,0,0,66+
14559,56,management,married,basic.4y,unknown,unknown,no,cellular,1,999,no,0,0,56–65
9732,28,blue-collar,single,basic.9y,no,unknown,no,telephone,2,999,no,0,0,26–35
17285,59,retired,married,high.school,no,yes,no,cellular,17,999,yes,0,0,56–65
21893,48,blue-collar,married,basic.9y,no,unknown,no,cellular,2,999,no,0,0,46–55
10201,32,admin.,single,university.degree,unknown,unknown,no,telephone,4,999,no,0,0,26–35
36656,27,blue-collar,married,high.school,no,unknown,no,cellular,1,999,no,0,0,26–35
30007,85,retired,married,basic.4y,unknown,unknown,no,cellular,3,999,yes,0,0,66+
25455,49,management,divorced,university.degree,no,unknown,no,cellular,2,6,no,1,6,46–55
18736,56,blue-collar,married,basic.6y,unknown,yes,no,cellular,5,999,no,0,0,56–65
6015,32,blue-collar,married,professional.course,unknown,unknown,no,telephone,1,999,no,0,0,26–35
7723,40,management,married,high.school,unknown,unknown,unknown,telephone,2,999,no,0,0,36–45
13992,33,technician,single,university.degree,no,unknown,no,cellular,2,999,no,0,0,26–35
6690,35,services,divorced,professional.course,no,unknown,unknown,telephone,3,999,no,0,0,36–45
19037,42,admin.,married,university.degree,no,unknown,no,cellular,2,999,no,0,0,36–45
1053,52,housemaid,divorced,professional.course,no,unknown,no,telephone,4,999,no,0,0,46–55
16042,58,retired,married,basic.4y,unknown,unknown,no,cellular,1,999,no,0,0,56–65
3620,57,retired,married,high.school,unknown,yes,no,telephone,2,999,no,0,0,56–65
26611,53,self-employed,divorced,professional.course,no,yes,no,cellular,1,999,no,0,0,46–55
6621,39,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,999,no,0,0,36–45
11485,53,unknown,married,unknown,no,no,no,telephone,18,999,no,0,0,46–55
25261,40,blue-collar,married,basic.4y,no,unknown,no,cellular,6,999,no,0,0,36–45
38118,63,housemaid,married,basic.4y,no,yes,no,cellular,1,3,yes,1,3,56–65
29127,41,blue-collar,married,basic.9y,no,unknown,no,cellular,3,999,yes,0,0,36–45
35486,54,blue-collar,married,basic.4y,unknown,no,no,cellular,1,999,no,0,0,46–55
4999,36,services,single,high.school,no,unknown,no,telephone,9,999,no,0,0,36–45
1013,50,technician,married,high.school,no,no,no,telephone,5,999,no,0,0,46–55
31304,28,admin.,single,high.school,no,no,no,cellular,2,999,no,0,0,26–35
9578,44,technician,divorced,professional.course,no,yes,no,telephone,1,999,no,0,0,36–45
41026,25,student,single,high.school,no,no,no,cellular,3,999,yes,0,0,26–35
10875,47,services,married,high.school,unknown,unknown,no,telephone,1,999,no,0,0,46–55
31083,37,blue-collar,married,basic.9y,no,unknown,no,cellular,1,999,no,0,0,36–45
1110,33,technician,married,professional.course,no,unknown,no,telephone,2,999,no,0,0,26–35
28200,39,self-employed,married,professional.course,no,unknown,yes,cellular,1,999,no,0,0,36–45
5036,53,unemployed,married,basic.4y,unknown,yes,no,telephone,10,999,no,0,0,46–55
