Client ID,Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days,Subscription Status
22207,54 years,housemaid,married,professional.course,no,,yes,cellular,1,999,no
37354,150 years,admin.,married,university.degree,no,,yes,cellular,1,999,yes
8471,46 years,admin.,married,high.school,unknown,no,no,Telephone,6,999,no
8874,49 years,blue-collar,married,basic.4y,no,yes,,Telephone,-1,999,no
2928,30 years,services,married,high.school,no,,no,telephone,5,999,no
3314,31 years,housemaid,married,basic.4y,unknown,,,telephone,2,999,no
28298,63 years,retired,married,unknown,no,,no,telephone,1,999,yes
13036,32 years,blue-collar,single,basic.4y,no,,no,Telephone,7,999,no
35422,39 years,technician,single,professional.course,no,,no,Cell,5,999,no
11735,150 years,services,married,high.school,no,,no,telephone,7,999,no
22375,57 years,technician,married,university.degree,no,,no,Cell,1,999,no
38761,40 years,services,married,high.school,no,yes,no,cellular,3,3,yes
32128,31 years,admin.,single,university.degree,unknown,yes,no,cellular,3,999,no
3428,33 years,blue-collar,divorced,basic.9y,unknown,no,no,telephone,6,999,yes
22522,33 years,admin.,married,university.degree,no,,no,cellular,1,999,no
14831,30 years,admin.,married,high.school,no,,no,cellular,1,999,no
28774,70 years,retired,married,unknown,no,yes,yes,cellular,1,999,no
35166,47 years,services,divorced,high.school,no,,no,cellular,3,999,no
7396,55 years,unknown,married,unknown,unknown,,,Telephone,1,999,no
1459,45 years,blue-collar,single,basic.9y,no,,no,telephone,-3,999,no
13744,38 years,blue-collar,married,basic.6y,unknown,,no,Cell,1,999,no
31886,29 years,admin.,married,high.school,no,yes,no,cellular,2,999,yes
9621,33 years,technician,single,high.school,no,no,no,telephone,2,999,no
33586,150 years,services,married,high.school,unknown,no,yes,Cell,5,999,no
14305,25 years,blue-collar,single,high.school,no,yes,no,cellular,2,999,no
23234,48 years,admin.,divorced,university.degree,unknown,no,no,Cell,5,999,no
37962,39 years,technician,married,basic.9y,no,,no,Cell,2,999,no
34924,30 years,blue-collar,single,basic.9y,no,yes,no,cellular,2,999,no
12745,52 years,admin.,divorced,university.degree,unknown,,no,Cell,2,999,no
11244,52 years,services,divorced,high.school,no,,unknown,Telephone,1,999,no
36658,45 years,admin.,married,unknown,no,,no,cellular,1,999,no
6070,51 years,self-employed,single,university.degree,no,,no,telephone,2,999,no
30061,50 years,admin.,married,university.degree,no,,yes,telephone,3,999,yes
12513,52 years,management,married,university.degree,no,,yes,cellular,1,999,no
39415,53 years,management,divorced,university.degree,no,,no,Cell,2,999,yes
25831,40 years,technician,married,professional.course,no,yes,no,Cell,1,999,no
38690,26 years,admin.,single,high.school,no,yes,no,Cell,1,3,yes
37177,60 years,self-employed,divorced,university.degree,no,,no,cellular,2,999,no
37886,34 years,admin.,married,university.degree,no,,no,Cell,1,999,no
4499,34 years,blue-collar,married,basic.4y,no,no,yes,telephone,3,999,no
24499,29 years,self-employed,single,university.degree,no,,no,Cell,-2,999,no
6495,35 years,blue-collar,divorced,basic.4y,unknown,,no,Telephone,1,999,no
3235,55 years,technician,divorced,professional.course,unknown,,yes,telephone,1,999,no
39179,34 years,admin.,married,professional.course,no,yes,no,cellular,3,999,yes
23956,35 years,technician,married,high.school,no,unknown,unknown,cellular,2,999,no
11476,40 years,blue-collar,divorced,basic.9y,unknown,,no,telephone,1,999,no
34260,47 years,blue-collar,married,basic.4y,unknown,,no,Cell,3,999,no
6716,27 years,blue-collar,married,basic.9y,unknown,yes,no,Telephone,1,999,no
4197,31 years,admin.,unknown,high.school,no,,,telephone,8,999,no
6849,33 years,admin.,married,university.degree,no,no,no,telephone,5,999,no
1004,31 years,blue-collar,married,basic.6y,no,,no,Telephone,2,999,no
4775,56 years,management,married,university.degree,no,yes,yes,telephone,1,999,no
24658,43 years,management,married,high.school,no,,yes,cellular,3,999,no
30424,57 years,retired,married,university.degree,no,yes,no,Cell,1,2,no
3875,35 years,blue-collar,married,basic.4y,no,yes,,Telephone,3,999,no
36723,36 years,technician,single,professional.course,no,yes,no,Cell,2,3,yes
19864,60 years,admin.,married,university.degree,no,,yes,Cell,1,999,no
17897,58 years,housemaid,married,university.degree,no,,no,cellular,5,999,no
24780,150 years,blue-collar,married,basic.4y,no,,no,cellular,5,999,no
6286,46 years,admin.,single,high.school,unknown,,no,telephone,3,999,no
28853,28 years,technician,married,basic.9y,no,yes,no,Cell,1,999,no
10698,32 years,self-employed,married,basic.9y,no,yes,yes,telephone,2,999,no
35870,55 years,admin.,married,university.degree,no,no,no,Cell,1,999,no
36901,25 years,admin.,married,university.degree,no,yes,no,Cell,3,999,no
7571,29 years,services,married,high.school,no,,no,Telephone,2,999,no
31178,26 years,blue-collar,married,basic.9y,no,yes,no,cellular,1,999,no
29945,27 years,management,single,university.degree,no,,yes,cellular,4,999,no
24514,31 years,management,married,university.degree,no,,no,Cell,1,999,no
10456,44 years,blue-collar,married,basic.4y,no,,no,telephone,25,999,no
24067,30 years,admin.,married,university.degree,no,no,no,cellular,1,999,no
7890,40 years,blue-collar,married,basic.6y,unknown,yes,yes,telephone,1,999,no
9401,41 years,technician,married,university.degree,no,no,yes,Telephone,1,999,no
34989,55 years,blue-collar,married,professional.course,no,,no,cellular,1,999,no
6420,32 years,blue-collar,married,basic.4y,unknown,,no,Telephone,1,999,no
19461,32 years,technician,married,university.degree,no,yes,no,cellular,1,999,no
36480,33 years,admin.,single,university.degree,no,,no,cellular,2,999,yes
22742,41 years,admin.,divorced,university.degree,no,,,Cell,4,999,no
14647,48 years,admin.,single,university.degree,no,no,no,cellular,4,999,no
3501,28 years,student,single,basic.9y,unknown,,no,Telephone,2,999,no
12785,34 years,admin.,married,university.degree,no,,yes,cellular,2,999,no
16134,35 years,services,divorced,university.degree,no,,,cellular,2,999,yes
14978,23 years,retired,single,professional.course,no,,no,Cell,2,999,no
6935,56 years,admin.,divorced,unknown,unknown,,no,telephone,1,999,no
24458,29 years,admin.,married,university.degree,no,,no,cellular,1,999,no
5338,49 years,blue-collar,married,basic.9y,unknown,,no,telephone,27,999,no
38775,65 years,retired,single,university.degree,no,no,no,cellular,2,3,yes
5541,50 years,entrepreneur,divorced,university.degree,no,,no,telephone,-2,999,no
37650,26 years,admin.,single,university.degree,no,,no,telephone,1,999,yes
18431,49 years,technician,married,basic.9y,no,yes,no,Cell,1,999,no
28408,30 years,self-employed,single,university.degree,no,no,,cellular,1,999,yes
19328,33 years,technician,single,professional.course,no,,no,Cell,1,999,no
29003,42 years,management,married,university.degree,unknown,no,no,cellular,2,999,no
8592,57 years,blue-collar,married,basic.9y,no,,,telephone,2,999,no
18862,55 years,blue-collar,married,basic.4y,no,yes,no,cellular,1,999,no
25797,150 years,blue-collar,married,basic.9y,no,,no,Cell,1,999,no
20311,31 years,technician,divorced,professional.course,no,,no,Cell,5,999,no
14949,43 years,technician,married,high.school,no,no,no,cellular,-7,999,no
16648,150 years,blue-collar,married,basic.9y,no,,no,Cell,-5,999,no
20245,52 years,technician,married,professional.course,no,,no,telephone,2,999,no
40485,76 years,retired,married,university.degree,no,,no,Cell,2,6,yes
10866,35 years,technician,married,professional.course,no,no,no,Telephone,-2,999,yes
18904,150 years,admin.,married,high.school,no,no,no,Cell,3,999,no
2708,45 years,blue-collar,divorced,basic.9y,no,,yes,telephone,1,999,no
19569,150 years,technician,single,university.degree,unknown,,,cellular,2,999,no
2128,57 years,retired,single,high.school,no,no,no,Telephone,1,999,no
4253,32 years,services,single,basic.6y,no,no,yes,Telephone,1,999,yes
37965,150 years,admin.,married,university.degree,no,no,no,cellular,3,999,no
6129,50 years,blue-collar,single,basic.9y,unknown,,no,Telephone,2,999,no
30051,34 years,unknown,married,basic.4y,no,,no,cellular,1,999,yes
2573,39 years,blue-collar,single,unknown,unknown,no,no,Telephone,3,999,no
7935,55 years,blue-collar,married,basic.9y,no,,no,telephone,2,999,no
30403,49 years,management,married,university.degree,no,,,cellular,3,999,no
28692,26 years,blue-collar,married,basic.9y,no,yes,no,cellular,3,999,no
9406,31 years,technician,married,university.degree,no,,no,Telephone,3,999,no
34254,29 years,blue-collar,married,basic.6y,no,,no,Cell,-7,999,no
8152,30 years,technician,single,university.degree,no,no,no,Telephone,1,999,no
2053,33 years,management,married,university.degree,no,no,no,Telephone,3,999,no
24546,31 years,self-employed,married,university.degree,no,,no,Cell,1,999,no
8166,46 years,blue-collar,married,basic.9y,no,,no,Telephone,1,999,no
16236,26 years,services,married,high.school,no,yes,no,Telephone,11,999,no
39749,43 years,blue-collar,single,high.school,no,no,yes,telephone,1,999,no
39819,32 years,blue-collar,single,basic.9y,no,,no,telephone,1,999,no
8147,32 years,technician,married,professional.course,no,yes,no,telephone,-10,999,no
26742,53 years,self-employed,divorced,university.degree,no,,,cellular,1,999,no
5169,46 years,blue-collar,married,unknown,unknown,no,no,Telephone,1,999,no
7179,37 years,technician,single,university.degree,no,,no,telephone,3,999,no
32407,37 years,services,single,professional.course,no,yes,no,cellular,2,999,no
38674,29 years,technician,single,professional.course,no,,unknown,Cell,2,999,no
28188,39 years,blue-collar,married,basic.4y,no,,no,cellular,1,999,no
10722,55 years,technician,married,basic.9y,no,yes,no,telephone,2,999,no
32298,38 years,admin.,married,high.school,no,,yes,cellular,1,999,no
20319,57 years,housemaid,married,basic.9y,unknown,,no,cellular,1,999,no
25148,56 years,services,divorced,basic.6y,no,,no,cellular,1,999,no
30379,37 years,self-employed,single,university.degree,no,,no,Telephone,1,999,no
40120,83 years,retired,married,university.degree,no,no,no,telephone,1,12,yes
39172,53 years,admin.,divorced,university.degree,no,no,no,cellular,1,999,yes
2477,40 years,blue-collar,divorced,basic.9y,unknown,yes,yes,telephone,1,999,no
18423,44 years,admin.,single,basic.6y,unknown,yes,no,cellular,-2,999,no
30231,35 years,technician,married,professional.course,no,,no,cellular,2,5,yes
38300,36 years,unemployed,married,high.school,no,no,no,telephone,2,999,no
20367,47 years,blue-collar,married,basic.9y,no,,no,Cell,1,999,no
9253,40 years,admin.,married,university.degree,no,,no,Telephone,3,999,no
21478,30 years,technician,married,professional.course,no,,no,cellular,1,999,no
32103,38 years,blue-collar,single,basic.9y,unknown,yes,no,Cell,1,999,no
30129,31 years,management,single,university.degree,no,,no,cellular,1,999,no
6364,38 years,unemployed,divorced,high.school,no,,no,Telephone,3,999,no
10507,150 years,technician,divorced,university.degree,no,,yes,Telephone,1,999,no
36734,36 years,blue-collar,married,basic.9y,no,,no,cellular,1,999,no
12738,25 years,services,married,high.school,no,,no,Cell,1,999,no
24521,30 years,admin.,divorced,university.degree,no,,no,Telephone,1,999,no
11942,26 years,blue-collar,married,basic.9y,no,,no,telephone,2,999,no
33509,35 years,admin.,single,university.degree,no,yes,no,cellular,2,999,no
14100,24 years,self-employed,single,professional.course,no,yes,no,Cell,2,999,no
32830,27 years,entrepreneur,married,university.degree,no,,no,Cell,1,999,no
356,43 years,unemployed,single,university.degree,no,,no,Telephone,4,999,no
12690,34 years,blue-collar,married,basic.9y,no,,yes,telephone,-4,999,no
22310,30 years,admin.,married,university.degree,no,no,no,cellular,1,999,no
26894,57 years,admin.,divorced,university.degree,no,,no,Cell,-2,999,no
9419,38 years,admin.,single,university.degree,unknown,,no,telephone,7,999,no
20383,47 years,technician,married,professional.course,no,,no,Cell,1,999,no
18763,33 years,technician,married,university.degree,no,yes,no,cellular,7,999,no
32888,54 years,management,married,basic.4y,unknown,,no,cellular,1,999,no
7012,45 years,unknown,married,unknown,unknown,yes,no,telephone,-2,999,no
16871,41 years,entrepreneur,single,high.school,no,,no,cellular,-3,999,no
27076,30 years,blue-collar,married,basic.9y,no,,no,Cell,2,999,no
4823,35 years,housemaid,married,high.school,no,,no,telephone,2,999,no
40835,32 years,admin.,married,high.school,no,yes,no,cellular,2,999,no
32598,35 years,management,single,university.degree,no,,unknown,Cell,1,999,no
10357,28 years,blue-collar,married,basic.6y,unknown,,no,Telephone,5,999,no
24535,52 years,services,divorced,high.school,unknown,,,Cell,1,999,no
8980,35 years,blue-collar,married,professional.course,no,,no,telephone,2,999,no
7064,51 years,self-employed,married,basic.9y,no,,no,Telephone,2,999,no
29434,45 years,blue-collar,married,basic.4y,no,yes,no,telephone,1,999,no
38006,75 years,retired,married,unknown,no,,no,cellular,1,999,yes
22431,46 years,services,married,unknown,no,yes,no,Cell,1,999,no
33925,28 years,admin.,married,high.school,no,,yes,cellular,1,999,no
30225,20 years,student,single,high.school,no,yes,no,cellular,2,999,no
19634,49 years,technician,married,professional.course,unknown,yes,no,Cell,1,999,no
10837,30 years,services,married,high.school,no,yes,no,telephone,2,999,no
12010,30 years,admin.,married,high.school,no,,unknown,Telephone,1,999,no
9091,50 years,blue-collar,married,basic.4y,unknown,,yes,telephone,15,999,no
29971,64 years,retired,married,university.degree,no,,no,Cell,-4,999,yes
25917,44 years,services,married,high.school,no,yes,no,telephone,2,999,no
18044,29 years,admin.,single,high.school,no,,,telephone,1,999,no
31494,52 years,blue-collar,married,basic.4y,no,no,,cellular,4,999,no
37299,150 years,admin.,single,university.degree,no,yes,no,cellular,2,4,no
7899,47 years,admin.,married,professional.course,no,,no,telephone,6,999,no
36481,31 years,admin.,single,high.school,no,,no,Cell,3,999,no
6127,48 years,unemployed,married,basic.4y,no,,no,Telephone,-2,999,no
11498,57 years,retired,married,high.school,no,yes,yes,Telephone,2,999,no
38356,49 years,admin.,single,high.school,no,,,cellular,2,999,yes
29385,45 years,services,single,unknown,no,,no,telephone,1,999,yes
34827,150 years,management,married,basic.4y,unknown,unknown,unknown,cellular,4,999,no
40346,27 years,admin.,single,university.degree,no,no,no,cellular,1,999,yes
17017,35 years,services,single,basic.9y,no,yes,no,cellular,5,999,no
22299,29 years,technician,single,professional.course,no,,no,Cell,6,999,no
5787,36 years,blue-collar,married,basic.6y,unknown,,no,telephone,2,999,no
17498,44 years,services,divorced,high.school,no,,yes,cellular,2,999,no
38606,37 years,admin.,divorced,high.school,no,no,no,cellular,2,999,no
13605,32 years,admin.,single,university.degree,no,,,Cell,1,999,no
21123,30 years,technician,single,university.degree,unknown,no,no,Cell,2,999,no
8134,33 years,services,married,high.school,no,,no,Telephone,14,999,no
32426,32 years,technician,married,high.school,no,,no,cellular,-3,999,no
7205,41 years,blue-collar,married,basic.6y,no,,no,Telephone,2,999,no
33202,43 years,admin.,single,university.degree,no,yes,,Cell,1,999,no
23836,29 years,admin.,single,university.degree,no,,no,cellular,1,999,no
20910,31 years,admin.,married,university.degree,no,,yes,cellular,1,999,no
12794,26 years,blue-collar,married,basic.9y,unknown,no,no,cellular,1,999,no
27223,31 years,services,single,university.degree,unknown,unknown,unknown,Cell,1,999,no
37694,64 years,retired,married,basic.4y,no,,no,Cell,1,3,yes
13375,33 years,admin.,single,university.degree,no,yes,no,telephone,1,999,no
19528,58 years,retired,married,professional.course,no,,yes,Cell,1,999,no
3640,150 years,blue-collar,married,basic.4y,unknown,no,no,telephone,8,999,no
6503,34 years,technician,married,university.degree,no,,no,telephone,1,999,no
11263,58 years,technician,married,high.school,unknown,no,no,telephone,1,999,no
6910,35 years,services,married,high.school,unknown,,no,Telephone,1,999,no
36663,28 years,admin.,single,university.degree,no,,no,Cell,1,999,yes
35179,43 years,admin.,married,high.school,no,,no,Cell,1,999,no
1515,150 years,blue-collar,married,basic.4y,no,no,no,Telephone,3,999,no
11948,30 years,blue-collar,single,basic.9y,no,,no,telephone,2,999,yes
35641,32 years,admin.,married,high.school,no,,no,Cell,1,999,no
31267,34 years,blue-collar,married,unknown,no,no,yes,Cell,2,999,no
34361,27 years,admin.,married,professional.course,no,,no,cellular,1,999,no
23128,57 years,technician,married,professional.course,unknown,,no,telephone,7,999,no
35239,23 years,blue-collar,married,high.school,no,,,cellular,5,999,no
9155,48 years,services,married,high.school,unknown,yes,no,Telephone,1,999,no
29981,31 years,technician,single,university.degree,no,no,no,Telephone,17,999,yes
10926,28 years,management,single,basic.9y,no,no,no,telephone,2,999,no
31410,33 years,technician,married,professional.course,unknown,no,,Cell,3,999,no
36745,25 years,student,single,unknown,no,no,no,Cell,-3,999,yes
40360,58 years,blue-collar,married,basic.4y,no,yes,no,cellular,1,3,yes
25182,46 years,blue-collar,married,basic.6y,no,no,yes,cellular,-2,999,no
36514,57 years,entrepreneur,married,basic.4y,no,yes,no,Cell,1,999,no
19984,32 years,technician,divorced,university.degree,no,,yes,cellular,-3,999,no
13119,54 years,services,married,high.school,no,,no,Cell,1,999,no
38621,50 years,admin.,married,university.degree,no,yes,no,Cell,1,7,no
33637,29 years,management,divorced,basic.9y,no,yes,yes,Cell,2,999,no
576,42 years,admin.,married,high.school,no,no,no,telephone,3,999,no
33767,31 years,management,single,university.degree,no,,no,cellular,-1,999,no
4190,34 years,blue-collar,married,basic.9y,no,,no,Telephone,-2,999,no
11683,55 years,admin.,married,high.school,no,,no,Telephone,3,999,no
29213,42 years,blue-collar,married,basic.6y,no,,no,cellular,-2,999,no
3037,38 years,self-employed,single,university.degree,no,,yes,Telephone,2,999,no
5605,24 years,admin.,married,high.school,no,,,telephone,1,999,no
32711,150 years,entrepreneur,married,professional.course,unknown,,no,Cell,1,999,no
25578,33 years,admin.,married,university.degree,no,,,cellular,1,999,no
14489,36 years,self-employed,divorced,professional.course,unknown,,yes,cellular,4,999,no
35495,28 years,admin.,single,university.degree,no,,no,cellular,1,999,no
29150,150 years,blue-collar,married,unknown,no,,yes,Cell,1,999,no
17406,44 years,technician,divorced,university.degree,unknown,,no,Cell,1,999,no
11922,38 years,unknown,married,unknown,unknown,yes,no,Telephone,2,999,no
10089,38 years,technician,divorced,professional.course,no,,no,Telephone,2,999,no
38933,28 years,admin.,single,university.degree,no,yes,,Cell,1,999,no
38759,53 years,housemaid,married,basic.4y,no,,yes,Telephone,1,3,yes
18897,41 years,unknown,married,unknown,no,yes,no,Cell,1,999,no
4210,33 years,technician,divorced,professional.course,no,,,Telephone,3,999,yes
4476,42 years,retired,married,basic.9y,unknown,no,no,Telephone,1,999,no
21454,150 years,retired,married,unknown,unknown,no,yes,cellular,2,999,no
31104,45 years,housemaid,married,basic.6y,no,,no,cellular,1,999,no
17260,53 years,retired,married,professional.course,no,no,no,Cell,2,999,no
31895,35 years,management,married,university.degree,no,,no,Cell,1,999,no
28109,44 years,management,divorced,university.degree,no,,no,Cell,1,999,no
30649,37 years,blue-collar,married,basic.6y,no,yes,,cellular,4,999,no
13392,27 years,technician,single,university.degree,no,yes,no,Cell,1,999,no
20269,56 years,blue-collar,married,basic.9y,unknown,,yes,Cell,2,999,no
100,44 years,blue-collar,married,basic.6y,no,,no,telephone,1,999,no
17575,39 years,technician,single,university.degree,unknown,,no,Cell,-3,999,no
24938,150 years,admin.,divorced,university.degree,no,,no,Cell,1,999,no
23641,37 years,technician,single,professional.course,no,,no,Cell,8,999,no
38695,150 years,unemployed,married,high.school,no,,no,cellular,1,999,yes
23434,46 years,technician,divorced,professional.course,no,no,,Cell,2,999,no
17613,56 years,blue-collar,divorced,basic.6y,unknown,,no,Telephone,3,999,no
24744,34 years,admin.,divorced,university.degree,no,no,no,Cell,1,999,no
13469,51 years,blue-collar,married,basic.4y,unknown,yes,no,Telephone,1,999,no
24160,45 years,unemployed,married,basic.9y,no,yes,no,cellular,1,999,no
8221,31 years,management,single,university.degree,no,,no,telephone,1,999,no
39338,27 years,admin.,single,university.degree,no,,no,cellular,1,999,yes
37792,51 years,admin.,divorced,high.school,no,,no,cellular,1,999,no
25037,33 years,technician,single,basic.9y,no,no,no,telephone,1,999,no
13926,33 years,services,married,high.school,no,no,no,Cell,2,999,yes
22430,38 years,admin.,divorced,university.degree,no,yes,no,cellular,4,999,no
21735,52 years,admin.,divorced,unknown,no,,no,cellular,5,999,no
20724,39 years,technician,married,professional.course,no,,yes,cellular,6,999,yes
21477,150 years,technician,married,professional.course,no,,no,cellular,1,999,no
13434,32 years,admin.,single,university.degree,no,no,no,telephone,5,999,no
9803,44 years,services,married,basic.9y,unknown,no,no,Telephone,8,999,no
37845,25 years,student,single,unknown,unknown,no,,Cell,1,999,no
6868,52 years,entrepreneur,married,basic.9y,unknown,no,no,Telephone,4,999,no
21496,32 years,admin.,single,university.degree,no,yes,no,Cell,-1,999,no
3773,48 years,management,married,university.degree,no,,no,telephone,23,999,no
32642,37 years,entrepreneur,married,basic.9y,no,yes,,cellular,1,999,no
5659,53 years,services,married,high.school,unknown,yes,no,Telephone,1,999,no
10471,32 years,student,single,university.degree,no,,no,Telephone,2,999,no
19580,46 years,technician,single,university.degree,no,no,no,Cell,3,999,no
3788,34 years,admin.,married,high.school,no,,yes,Telephone,1,999,no
23188,50 years,housemaid,married,unknown,no,no,,Cell,3,999,no
4689,43 years,entrepreneur,married,basic.9y,no,,no,telephone,2,999,no
36643,32 years,management,married,high.school,no,,yes,cellular,2,999,no
28715,150 years,admin.,single,university.degree,no,,no,cellular,1,999,no
5156,47 years,entrepreneur,divorced,university.degree,no,yes,no,telephone,4,999,no
37501,34 years,self-employed,single,university.degree,no,no,no,Telephone,1,999,no
40484,51 years,technician,married,professional.course,no,,no,cellular,3,999,yes
32029,150 years,technician,single,professional.course,no,,no,Cell,1,999,no
24534,40 years,blue-collar,married,basic.4y,no,,yes,cellular,-2,999,no
4400,30 years,blue-collar,single,high.school,no,,no,telephone,1,999,no
39192,27 years,student,single,high.school,no,,no,cellular,1,999,yes
31023,41 years,blue-collar,married,basic.9y,no,,yes,Cell,1,999,no
23663,30 years,admin.,married,university.degree,no,,no,cellular,-17,999,no
15405,54 years,blue-collar,married,basic.4y,unknown,,no,cellular,1,999,no
30914,150 years,admin.,married,high.school,no,,no,cellular,2,999,no
9154,29 years,technician,married,professional.course,no,,no,Telephone,1,999,no
25707,32 years,services,married,high.school,no,,yes,cellular,1,999,no
14487,150 years,blue-collar,married,illiterate,no,no,,Cell,2,999,no
20402,52 years,admin.,married,university.degree,no,,no,Cell,1,999,no
40585,55 years,management,divorced,university.degree,no,,no,Cell,1,999,yes
34240,23 years,housemaid,single,basic.4y,no,no,yes,cellular,6,999,no
24714,51 years,self-employed,married,basic.4y,no,,no,cellular,1,999,no
19669,150 years,admin.,divorced,university.degree,no,no,no,Cell,7,999,no
29209,41 years,admin.,married,university.degree,no,,,Cell,1,999,yes
31192,150 years,blue-collar,single,basic.9y,no,,,cellular,1,999,no
23808,38 years,admin.,married,university.degree,no,,yes,Cell,1,999,no
41178,57 years,retired,married,professional.course,no,yes,no,cellular,6,999,no
11678,56 years,technician,divorced,basic.9y,no,,no,telephone,-8,999,no
16287,56 years,retired,married,basic.4y,unknown,no,no,cellular,3,999,no
27054,36 years,admin.,married,university.degree,no,,,Cell,1,999,no
25698,38 years,blue-collar,married,professional.course,no,yes,yes,Cell,2,999,no
1636,45 years,management,married,basic.4y,unknown,yes,no,telephone,1,999,no
1227,29 years,unemployed,single,university.degree,no,,no,telephone,1,999,no
1009,36 years,unemployed,married,basic.4y,no,yes,no,Telephone,1,999,no
8867,28 years,technician,single,professional.course,no,,no,telephone,-2,999,yes
5478,43 years,technician,single,professional.course,no,yes,no,telephone,3,999,no
26847,31 years,admin.,single,university.degree,no,no,no,Cell,2,999,no
11628,49 years,services,married,high.school,no,,no,telephone,3,999,no
27649,34 years,services,single,basic.9y,no,,no,Cell,3,999,no
7575,41 years,technician,single,professional.course,no,unknown,,Telephone,2,999,no
21351,32 years,technician,single,professional.course,no,,no,cellular,5,999,no
22790,30 years,admin.,single,university.degree,no,,no,Cell,3,999,no
21483,58 years,admin.,divorced,high.school,no,,,Cell,1,999,no
22366,50 years,admin.,divorced,university.degree,no,,no,cellular,3,999,no
40000,56 years,retired,married,basic.4y,no,,no,cellular,2,3,yes
18520,56 years,technician,divorced,university.degree,unknown,,no,cellular,1,999,no
35095,34 years,services,divorced,high.school,no,,no,Cell,1,999,no
12610,42 years,admin.,married,university.degree,no,yes,no,cellular,2,999,no
37611,25 years,admin.,single,university.degree,no,,no,Cell,1,6,yes
6657,33 years,blue-collar,married,basic.9y,no,,no,Telephone,1,999,no
24224,41 years,admin.,divorced,university.degree,no,no,no,Cell,1,999,no
35303,34 years,blue-collar,divorced,basic.9y,no,,no,Telephone,8,999,no
21219,36 years,admin.,married,university.degree,no,,no,cellular,5,999,no
26284,36 years,admin.,single,university.degree,no,no,no,Cell,1,999,no
40348,64 years,retired,married,professional.course,no,,no,cellular,1,999,yes
876,44 years,blue-collar,married,basic.6y,no,yes,yes,Telephone,1,999,no
25587,33 years,admin.,single,high.school,no,,no,cellular,1,999,no
25851,44 years,admin.,single,high.school,no,,no,Cell,1,999,no
16581,29 years,self-employed,married,professional.course,unknown,no,no,cellular,1,999,no
36636,32 years,admin.,married,university.degree,no,,no,cellular,2,999,no
37344,27 years,admin.,single,university.degree,no,yes,no,Cell,1,6,no
29074,39 years,services,married,high.school,no,,,telephone,1,999,no
29624,150 years,services,married,high.school,unknown,,no,Cell,1,999,no
27674,32 years,admin.,married,high.school,no,,no,cellular,2,999,no
10711,29 years,services,married,high.school,no,,no,Telephone,2,999,no
17920,42 years,admin.,divorced,high.school,no,,yes,telephone,3,999,no
20171,36 years,technician,single,professional.course,no,yes,no,cellular,1,999,no
21776,55 years,retired,married,basic.9y,unknown,,yes,Cell,3,999,no
15017,25 years,blue-collar,married,basic.4y,no,,no,Cell,-1,999,no
10578,32 years,unemployed,single,high.school,unknown,,no,telephone,11,999,no
28098,48 years,admin.,married,high.school,no,,no,Cell,2,999,no
13729,32 years,admin.,married,university.degree,no,,no,Telephone,1,999,no
2949,28 years,blue-collar,single,basic.9y,no,,no,telephone,5,999,no
38731,52 years,admin.,divorced,university.degree,no,unknown,unknown,cellular,5,999,no
18341,32 years,blue-collar,single,high.school,no,no,no,telephone,4,999,no
20419,42 years,admin.,married,university.degree,no,yes,no,Cell,2,999,no
13515,48 years,technician,married,basic.9y,no,no,,cellular,5,999,no
21559,49 years,services,single,professional.course,no,,no,cellular,3,999,no
3715,52 years,management,married,university.degree,no,yes,no,telephone,1,999,no
26665,32 years,technician,married,university.degree,no,,yes,Cell,2,999,no
838,41 years,blue-collar,married,basic.9y,unknown,,no,Telephone,1,999,no
35442,150 years,admin.,married,high.school,unknown,no,no,cellular,14,999,no
4004,39 years,housemaid,married,university.degree,no,,no,telephone,1,999,no
3561,46 years,services,married,basic.4y,unknown,no,no,Telephone,1,999,no
5140,37 years,management,single,university.degree,no,,no,Telephone,1,999,no
19751,31 years,entrepreneur,married,university.degree,no,,no,Cell,1,999,no
40588,150 years,services,single,university.degree,no,no,no,cellular,3,999,no
27169,50 years,admin.,married,university.degree,no,,no,Cell,1,999,no
19175,34 years,blue-collar,married,professional.course,no,no,yes,cellular,-4,999,no
7925,25 years,blue-collar,married,basic.9y,unknown,,no,telephone,5,999,no
29836,37 years,admin.,married,basic.9y,no,,no,cellular,7,999,no
18239,36 years,admin.,divorced,university.degree,unknown,,yes,Cell,1,999,no
21475,33 years,technician,single,professional.course,no,no,yes,Cell,1,999,no
244,34 years,services,single,basic.9y,no,no,no,Telephone,2,999,no
34164,27 years,technician,single,professional.course,no,,no,Telephone,-2,999,no
31029,36 years,admin.,single,high.school,no,,no,Cell,1,999,no
22405,35 years,self-employed,married,basic.9y,no,,no,Cell,4,999,no
11671,37 years,admin.,divorced,high.school,no,,no,Telephone,12,999,no
12293,46 years,blue-collar,married,unknown,no,,no,telephone,1,999,no
16498,21 years,blue-collar,married,basic.9y,no,yes,no,Cell,2,999,no
1860,43 years,technician,single,professional.course,no,,no,Telephone,1,999,no
29829,31 years,admin.,single,university.degree,no,,yes,cellular,5,999,yes
19444,150 years,technician,divorced,professional.course,no,,no,cellular,3,999,no
19755,31 years,admin.,married,university.degree,no,,yes,cellular,2,999,no
9294,32 years,technician,married,university.degree,no,,no,telephone,2,999,no
